ID;Station;Species;Stage;Cuando;Tiempo;Horas;Minutos;Minutos_decimales;Horas_decimales
302;E34;Gato_2018;PRE;05/09/2018 5:29;5:29:00;5;29;0,483333333;5,48
303;E34;Gato_2018;PRE;05/09/2018 7:00;7:00:00;7;0;0;7,00
304;E34;Gato_2018;PRE;05/09/2018 10:02;10:02:00;10;2;0,033333333;10,03
305;E34;Gato_2018;PRE;05/09/2018 15:45;15:45:00;16;45;0,75;16,75
306;E34;Gato_2018;PRE;05/09/2018 15:56;15:56:00;16;56;0,933333333;16,93
307;E34;Gato_2018;PRE;05/09/2018 16:07;16:07:00;16;7;0,116666667;16,12
308;E34;Gato_2018;PRE;05/09/2018 16:11;16:11:00;16;11;0,183333333;16,18
309;E34;Gato_2018;PRE;05/09/2018 16:20;16:20:00;16;20;0,333333333;16,33
310;E34;Gato_2018;PRE;05/09/2018 16:22;16:22:00;16;22;0,366666667;16,37
311;E34;Gato_2018;PRE;05/09/2018 17:16;17:16:00;17;16;0,266666667;17,27
312;E34;Gato_2018;PRE;05/09/2018 19:10;19:10:00;19;10;0,166666667;19,17
313;E34;Gato_2018;PRE;05/09/2018 21:08;21:08:00;21;8;0,133333333;21,13
314;E34;Gato_2018;PRE;05/09/2018 23:38;23:38:00;0;38;0,633333333;0,63
315;E34;Gato_2018;PRE;06/09/2018 0:36;0:36:00;1;36;0,6;1,60
316;E34;Gato_2018;PRE;06/09/2018 7:13;7:13:00;7;13;0,216666667;7,22
317;E34;Gato_2018;PRE;06/09/2018 11:23;11:23:00;11;23;0,383333333;11,38
318;E34;Gato_2018;PRE;06/09/2018 12:40;12:40:00;13;40;0,666666667;13,67
319;E34;Gato_2018;PRE;06/09/2018 13:22;13:22:00;13;22;0,366666667;13,37
320;E34;Gato_2018;PRE;06/09/2018 13:28;13:28:00;13;28;0,466666667;13,47
321;E34;Gato_2018;PRE;06/09/2018 13:37;13:37:00;14;37;0,616666667;14,62
322;E34;Gato_2018;PRE;06/09/2018 14:05;14:05:00;14;5;0,083333333;14,08
323;E34;Gato_2018;PRE;06/09/2018 15:55;15:55:00;16;55;0,916666667;16,92
324;E34;Gato_2018;PRE;06/09/2018 16:23;16:23:00;16;23;0,383333333;16,38
325;E34;Gato_2018;PRE;06/09/2018 16:30;16:30:00;17;30;0,5;17,50
326;E34;Gato_2018;PRE;06/09/2018 16:35;16:35:00;17;35;0,583333333;17,58
327;E34;Gato_2018;PRE;06/09/2018 17:05;17:05:00;17;5;0,083333333;17,08
328;E34;Gato_2018;PRE;06/09/2018 17:37;17:37:00;18;37;0,616666667;18,62
329;E34;Gato_2018;PRE;06/09/2018 18:42;18:42:00;19;42;0,7;19,70
330;E34;Gato_2018;PRE;06/09/2018 18:48;18:48:00;19;48;0,8;19,80
331;E34;Gato_2018;PRE;06/09/2018 21:11;21:11:00;21;11;0,183333333;21,18
332;E34;Gato_2018;PRE;06/09/2018 21:39;21:39:00;22;39;0,65;22,65
333;E34;Gato_2018;PRE;07/09/2018 0:14;0:14:00;0;14;0,233333333;0,23
334;E34;Gato_2018;PRE;07/09/2018 1:53;1:53:00;2;53;0,883333333;2,88
335;E34;Gato_2018;PRE;07/09/2018 6:15;6:15:00;6;15;0,25;6,25
336;E34;Gato_2018;PRE;07/09/2018 11:56;11:56:00;12;56;0,933333333;12,93
337;E34;Gato_2018;PRE;07/09/2018 12:30;12:30:00;13;30;0,5;13,50
338;E34;Gato_2018;PRE;07/09/2018 14:59;14:59:00;15;59;0,983333333;15,98
339;E34;Gato_2018;PRE;07/09/2018 15:19;15:19:00;15;19;0,316666667;15,32
340;E34;Gato_2018;PRE;07/09/2018 16:35;16:35:00;17;35;0,583333333;17,58
341;E34;Gato_2018;PRE;07/09/2018 16:43;16:43:00;17;43;0,716666667;17,72
342;E34;Gato_2018;PRE;07/09/2018 16:50;16:50:00;17;50;0,833333333;17,83
343;E34;Gato_2018;PRE;07/09/2018 18:02;18:02:00;18;2;0,033333333;18,03
344;E34;Gato_2018;PRE;07/09/2018 19:19;19:19:00;19;19;0,316666667;19,32
345;E34;Gato_2018;PRE;07/09/2018 23:27;23:27:00;23;27;0,45;23,45
346;E34;Gato_2018;PRE;08/09/2018 6:19;6:19:00;6;19;0,316666667;6,32
347;E34;Gato_2018;PRE;08/09/2018 7:51;7:51:00;8;51;0,85;8,85
348;E01;Gato_2019;POST_18;03/09/2019 8:01;8:01:00;8;1;0,016666667;8,02
349;E01;Gato_2019;POST_18;03/09/2019 12:08;12:08:00;12;8;0,133333333;12,13
350;E01;Gato_2019;POST_18;03/09/2019 12:11;12:11:00;12;11;0,183333333;12,18
351;E01;Gato_2019;POST_18;05/09/2019 10:22;10:22:00;10;22;0,366666667;10,37
352;E02;Gato_2019;POST_18;22/08/2019 11:31;11:31:00;12;31;0,516666667;12,52
353;E03;Gato_2019;POST_18;26/08/2019 20:25;20:25:00;20;25;0,416666667;20,42
354;E03;Gato_2019;POST_18;26/08/2019 21:12;21:12:00;21;12;0,2;21,20
355;E03;Gato_2019;POST_18;26/08/2019 21:49;21:49:00;22;49;0,816666667;22,82
356;E03;Gato_2019;POST_18;26/08/2019 22:25;22:25:00;22;25;0,416666667;22,42
357;E03;Gato_2019;POST_18;26/08/2019 23:50;23:50:00;0;50;0,833333333;0,83
358;E03;Gato_2019;POST_18;27/08/2019 0:45;0:45:00;1;45;0,75;1,75
359;E03;Gato_2019;POST_18;27/08/2019 8:30;8:30:00;9;30;0,5;9,50
360;E03;Gato_2019;POST_18;27/08/2019 14:12;14:12:00;14;12;0,2;14,20
361;E03;Gato_2019;POST_18;27/08/2019 18:59;18:59:00;19;59;0,983333333;19,98
362;E03;Gato_2019;POST_18;27/08/2019 21:01;21:01:00;21;1;0,016666667;21,02
363;E03;Gato_2019;POST_18;27/08/2019 21:28;21:28:00;21;28;0,466666667;21,47
364;E03;Gato_2019;POST_18;28/08/2019 0:30;0:30:00;1;30;0,5;1,50
365;E03;Gato_2019;POST_18;28/08/2019 12:56;12:56:00;13;56;0,933333333;13,93
366;E03;Gato_2019;POST_18;28/08/2019 15:04;15:04:00;15;4;0,066666667;15,07
367;E03;Gato_2019;POST_18;28/08/2019 17:13;17:13:00;17;13;0,216666667;17,22
368;E03;Gato_2019;POST_18;28/08/2019 17:43;17:43:00;18;43;0,716666667;18,72
369;E03;Gato_2019;POST_18;28/08/2019 18:21;18:21:00;18;21;0,35;18,35
370;E03;Gato_2019;POST_18;29/08/2019 12:03;12:03:00;12;3;0,05;12,05
371;E03;Gato_2019;POST_18;29/08/2019 13:58;13:58:00;14;58;0,966666667;14,97
372;E03;Gato_2019;POST_18;29/08/2019 15:40;15:40:00;16;40;0,666666667;16,67
373;E03;Gato_2019;POST_18;29/08/2019 21:34;21:34:00;22;34;0,566666667;22,57
374;E03;Gato_2019;POST_18;30/08/2019 6:24;6:24:00;6;24;0,4;6,40
375;E03;Gato_2019;POST_18;30/08/2019 13:38;13:38:00;14;38;0,633333333;14,63
376;E03;Gato_2019;POST_18;30/08/2019 16:06;16:06:00;16;6;0,1;16,10
377;E03;Gato_2019;POST_18;30/08/2019 18:45;18:45:00;19;45;0,75;19,75
378;E03;Gato_2019;POST_18;31/08/2019 6:22;6:22:00;6;22;0,366666667;6,37
379;E05;Gato_2019;POST_18;20/08/2019 13:31;13:31:00;14;31;0,516666667;14,52
380;E05;Gato_2019;POST_18;20/08/2019 20:10;20:10:00;20;10;0,166666667;20,17
381;E05;Gato_2019;POST_18;21/08/2019 10:47;10:47:00;11;47;0,783333333;11,78
382;E05;Gato_2019;POST_18;22/08/2019 14:43;14:43:00;15;43;0,716666667;15,72
383;E05;Gato_2019;POST_18;22/08/2019 19:35;19:35:00;20;35;0,583333333;20,58
384;E05;Gato_2019;POST_18;22/08/2019 21:27;21:27:00;21;27;0,45;21,45
385;E05;Gato_2019;POST_18;22/08/2019 23:38;23:38:00;0;38;0,633333333;0,63
386;E05;Gato_2019;POST_18;23/08/2019 0:44;0:44:00;1;44;0,733333333;1,73
387;E05;Gato_2019;POST_18;23/08/2019 14:25;14:25:00;14;25;0,416666667;14,42
388;E05;Gato_2019;POST_18;23/08/2019 14:55;14:55:00;15;55;0,916666667;15,92
389;E05;Gato_2019;POST_18;23/08/2019 19:52;19:52:00;20;52;0,866666667;20,87
390;E06;Gato_2019;POST_18;05/09/2019 9:59;9:59:00;10;59;0,983333333;10,98
391;E06;Gato_2019;POST_18;05/09/2019 12:58;12:58:00;13;58;0,966666667;13,97
392;E06;Gato_2019;POST_18;06/09/2019 10:00;10:00:00;10;0;0;10,00
393;E07;Gato_2019;POST_18;26/08/2019 23:03;23:03:00;23;3;0,05;23,05
394;E07;Gato_2019;POST_18;27/08/2019 0:01;0:01:00;0;1;0,016666667;0,02
395;E07;Gato_2019;POST_18;27/08/2019 3:10;3:10:00;3;10;0,166666667;3,17
396;E07;Gato_2019;POST_18;27/08/2019 12:59;12:59:00;13;59;0,983333333;13,98
397;E07;Gato_2019;POST_18;27/08/2019 13:30;13:30:00;14;30;0,5;14,50
398;E07;Gato_2019;POST_18;27/08/2019 15:52;15:52:00;16;52;0,866666667;16,87
399;E07;Gato_2019;POST_18;27/08/2019 16:27;16:27:00;16;27;0,45;16,45
400;E07;Gato_2019;POST_18;27/08/2019 20:20;20:20:00;20;20;0,333333333;20,33
401;E07;Gato_2019;POST_18;28/08/2019 9:47;9:47:00;10;47;0,783333333;10,78
402;E07;Gato_2019;POST_18;28/08/2019 13:16;13:16:00;13;16;0,266666667;13,27
403;E07;Gato_2019;POST_18;28/08/2019 20:25;20:25:00;20;25;0,416666667;20,42
404;E07;Gato_2019;POST_18;29/08/2019 5:34;5:34:00;6;34;0,566666667;6,57
405;E07;Gato_2019;POST_18;29/08/2019 5:34;5:34:00;6;34;0,566666667;6,57
406;E07;Gato_2019;POST_18;30/08/2019 1:51;1:51:00;2;51;0,85;2,85
407;E07;Gato_2019;POST_18;30/08/2019 3:13;3:13:00;3;13;0,216666667;3,22
408;E07;Gato_2019;POST_18;30/08/2019 3:15;3:15:00;3;15;0,25;3,25
409;E07;Gato_2019;POST_18;30/08/2019 9:21;9:21:00;9;21;0,35;9,35
410;E07;Gato_2019;POST_18;30/08/2019 9:45;9:45:00;10;45;0,75;10,75
411;E08;Gato_2019;POST_18;02/09/2019 15:11;15:11:00;15;11;0,183333333;15,18
412;E08;Gato_2019;POST_18;03/09/2019 12:36;12:36:00;13;36;0,6;13,60
413;E08;Gato_2019;POST_18;05/09/2019 5:03;5:03:00;5;3;0,05;5,05
414;E08;Gato_2019;POST_18;05/09/2019 18:41;18:41:00;19;41;0,683333333;19,68
415;E08;Gato_2019;POST_18;05/09/2019 20:06;20:06:00;20;6;0,1;20,10
416;E08;Gato_2019;POST_18;05/09/2019 22:54;22:54:00;23;54;0,9;23,90
417;E09;Gato_2019;POST_18;20/08/2019 13:31;13:31:00;14;31;0,516666667;14,52
418;E09;Gato_2019;POST_18;21/08/2019 9:33;9:33:00;10;33;0,55;10,55
419;E09;Gato_2019;POST_18;22/08/2019 2:31;2:31:00;3;31;0,516666667;3,52
420;E09;Gato_2019;POST_18;22/08/2019 5:52;5:52:00;6;52;0,866666667;6,87
421;E09;Gato_2019;POST_18;22/08/2019 9:12;9:12:00;9;12;0,2;9,20
422;E09;Gato_2019;POST_18;22/08/2019 11:24;11:24:00;11;24;0,4;11,40
423;E09;Gato_2019;POST_18;22/08/2019 12:20;12:20:00;12;20;0,333333333;12,33
424;E09;Gato_2019;POST_18;23/08/2019 15:17;15:17:00;15;17;0,283333333;15,28
425;E09;Gato_2019;POST_18;24/08/2019 9:58;9:58:00;10;58;0,966666667;10,97
426;E11;Gato_2019;POST_18;02/09/2019 20:01;20:01:00;20;1;0,016666667;20,02
427;E11;Gato_2019;POST_18;02/09/2019 22:41;22:41:00;23;41;0,683333333;23,68
428;E11;Gato_2019;POST_18;02/09/2019 23:06;23:06:00;23;6;0,1;23,10
429;E11;Gato_2019;POST_18;03/09/2019 10:40;10:40:00;11;40;0,666666667;11,67
430;E11;Gato_2019;POST_18;03/09/2019 23:21;23:21:00;23;21;0,35;23,35
431;E11;Gato_2019;POST_18;04/09/2019 3:48;3:48:00;4;48;0,8;4,80
432;E11;Gato_2019;POST_18;05/09/2019 19:28;19:28:00;19;28;0,466666667;19,47
433;E11;Gato_2019;POST_18;05/09/2019 19:44;19:44:00;20;44;0,733333333;20,73
434;E11;Gato_2019;POST_18;06/09/2019 1:57;1:57:00;2;57;0,95;2,95
435;E11;Gato_2019;POST_18;06/09/2019 2:01;2:01:00;2;1;0,016666667;2,02
436;E11;Gato_2019;POST_18;07/09/2019 3:59;3:59:00;4;59;0,983333333;4,98
437;E11;Gato_2019;POST_18;07/09/2019 6:12;6:12:00;6;12;0,2;6,20
438;E12;Gato_2019;POST_18;27/08/2019 10:13;10:13:00;10;13;0,216666667;10,22
439;E12;Gato_2019;POST_18;27/08/2019 11:43;11:43:00;12;43;0,716666667;12,72
440;E12;Gato_2019;POST_18;27/08/2019 18:36;18:36:00;19;36;0,6;19,60
441;E12;Gato_2019;POST_18;27/08/2019 19:15;19:15:00;19;15;0,25;19,25
442;E12;Gato_2019;POST_18;27/08/2019 19:24;19:24:00;19;24;0,4;19,40
443;E12;Gato_2019;POST_18;28/08/2019 1:38;1:38:00;2;38;0,633333333;2,63
444;E12;Gato_2019;POST_18;28/08/2019 9:48;9:48:00;10;48;0,8;10,80
445;E12;Gato_2019;POST_18;28/08/2019 14:15;14:15:00;14;15;0,25;14,25
446;E12;Gato_2019;POST_18;28/08/2019 16:06;16:06:00;16;6;0,1;16,10
447;E12;Gato_2019;POST_18;29/08/2019 19:48;19:48:00;20;48;0,8;20,80
448;E12;Gato_2019;POST_18;30/08/2019 12:01;12:01:00;12;1;0,016666667;12,02
449;E12;Gato_2019;POST_18;30/08/2019 15:41;15:41:00;16;41;0,683333333;16,68
450;E12;Gato_2019;POST_18;30/08/2019 15:46;15:46:00;16;46;0,766666667;16,77
451;E12;Gato_2019;POST_18;30/08/2019 16:14;16:14:00;16;14;0,233333333;16,23
452;E12;Gato_2019;POST_18;30/08/2019 16:49;16:49:00;17;49;0,816666667;17,82
453;E12;Gato_2019;POST_18;30/08/2019 18:34;18:34:00;19;34;0,566666667;19,57
454;E12;Gato_2019;POST_18;30/08/2019 23:19;23:19:00;23;19;0,316666667;23,32
455;E12;Gato_2019;POST_18;31/08/2019 8:36;8:36:00;9;36;0,6;9,60
456;E13;Gato_2019;POST_18;04/09/2019 10:32;10:32:00;11;32;0,533333333;11,53
457;E14;Gato_2019;POST_18;03/09/2019 23:39;23:39:00;0;39;0,65;0,65
458;E15;Gato_2019;POST_18;27/08/2019 17:14;17:14:00;17;14;0,233333333;17,23
459;E15;Gato_2019;POST_18;29/08/2019 17:49;17:49:00;18;49;0,816666667;18,82
460;E19;Gato_2019;POST_18;27/08/2019 20:29;20:29:00;20;29;0,483333333;20,48
461;E19;Gato_2019;POST_18;29/08/2019 23:32;23:32:00;0;32;0,533333333;0,53
462;E19;Gato_2019;POST_18;31/08/2019 5:13;5:13:00;5;13;0,216666667;5,22
463;E19;Gato_2019;POST_18;31/08/2019 5:13;5:13:00;5;13;0,216666667;5,22
464;E20;Gato_2019;POST_18;02/09/2019 20:59;20:59:00;21;59;0,983333333;21,98
465;E20;Gato_2019;POST_18;04/09/2019 19:00;19:00:00;19;0;0;19,00
466;E20;Gato_2019;POST_18;05/09/2019 6:36;6:36:00;7;36;0,6;7,60
467;E20;Gato_2019;POST_18;05/09/2019 18:38;18:38:00;19;38;0,633333333;19,63
468;E20;Gato_2019;POST_18;06/09/2019 7:33;7:33:00;8;33;0,55;8,55
469;E20;Gato_2019;POST_18;06/09/2019 18:03;18:03:00;18;3;0,05;18,05
470;E20;Gato_2019;POST_18;06/09/2019 20:09;20:09:00;20;9;0,15;20,15
471;E20;Gato_2019;POST_18;07/09/2019 7:16;7:16:00;7;16;0,266666667;7,27
472;E22;Gato_2019;POST_18;27/08/2019 0:37;0:37:00;1;37;0,616666667;1,62
473;E22;Gato_2019;POST_18;27/08/2019 22:11;22:11:00;22;11;0,183333333;22,18
474;E22;Gato_2019;POST_18;27/08/2019 22:11;22:11:00;22;11;0,183333333;22,18
475;E23;Gato_2019;POST_18;28/08/2019 6:55;6:55:00;7;55;0,916666667;7,92
476;E27;Gato_2019;POST_18;28/08/2019 4:20;4:20:00;4;20;0,333333333;4,33
477;E27;Gato_2019;POST_18;28/08/2019 7:15;7:15:00;7;15;0,25;7,25
478;E27;Gato_2019;POST_18;28/08/2019 20:59;20:59:00;21;59;0,983333333;21,98
479;E28;Gato_2019;POST_18;19/08/2019 20:07;20:07:00;20;7;0,116666667;20,12
480;E30;Gato_2019;POST_18;28/08/2019 18:34;18:34:00;19;34;0,566666667;19,57
481;E30;Gato_2019;POST_18;31/08/2019 5:40;5:40:00;6;40;0,666666667;6,67
482;E31;Gato_2019;POST_18;11/09/2019 11:08;11:08:00;11;8;0,133333333;11,13
483;E31;Gato_2019;POST_18;12/09/2019 11:11;11:11:00;11;11;0,183333333;11,18
484;E32;Gato_2019;POST_18;11/09/2019 14:57;14:57:00;15;57;0,95;15,95
485;E33;Gato_2019;POST_18;10/09/2019 9:51;9:51:00;10;51;0,85;10,85
486;E33;Gato_2019;POST_18;10/09/2019 9:58;9:58:00;10;58;0,966666667;10,97
487;E33;Gato_2019;POST_18;10/09/2019 10:08;10:08:00;10;8;0,133333333;10,13
488;E33;Gato_2019;POST_18;10/09/2019 10:10;10:10:00;10;10;0,166666667;10,17
489;E33;Gato_2019;POST_18;10/09/2019 10:13;10:13:00;10;13;0,216666667;10,22
490;E33;Gato_2019;POST_18;10/09/2019 10:17;10:17:00;10;17;0,283333333;10,28
491;E33;Gato_2019;POST_18;10/09/2019 10:24;10:24:00;10;24;0,4;10,40
492;E33;Gato_2019;POST_18;10/09/2019 10:30;10:30:00;11;30;0,5;11,50
493;E33;Gato_2019;POST_18;10/09/2019 10:44;10:44:00;11;44;0,733333333;11,73
494;E33;Gato_2019;POST_18;10/09/2019 10:48;10:48:00;11;48;0,8;11,80
495;E33;Gato_2019;POST_18;10/09/2019 10:52;10:52:00;11;52;0,866666667;11,87
496;E33;Gato_2019;POST_18;10/09/2019 11:00;11:00:00;11;0;0;11,00
497;E33;Gato_2019;POST_18;10/09/2019 11:19;11:19:00;11;19;0,316666667;11,32
498;E33;Gato_2019;POST_18;10/09/2019 11:31;11:31:00;12;31;0,516666667;12,52
499;E33;Gato_2019;POST_18;10/09/2019 11:34;11:34:00;12;34;0,566666667;12,57
500;E33;Gato_2019;POST_18;10/09/2019 11:41;11:41:00;12;41;0,683333333;12,68
501;E33;Gato_2019;POST_18;10/09/2019 11:49;11:49:00;12;49;0,816666667;12,82
502;E33;Gato_2019;POST_18;10/09/2019 11:52;11:52:00;12;52;0,866666667;12,87
503;E33;Gato_2019;POST_18;10/09/2019 11:52;11:52:00;12;52;0,866666667;12,87
504;E33;Gato_2019;POST_18;10/09/2019 11:55;11:55:00;12;55;0,916666667;12,92
505;E33;Gato_2019;POST_18;10/09/2019 11:55;11:55:00;12;55;0,916666667;12,92
506;E33;Gato_2019;POST_18;10/09/2019 12:02;12:02:00;12;2;0,033333333;12,03
507;E33;Gato_2019;POST_18;10/09/2019 12:06;12:06:00;12;6;0,1;12,10
508;E33;Gato_2019;POST_18;10/09/2019 12:06;12:06:00;12;6;0,1;12,10
509;E33;Gato_2019;POST_18;10/09/2019 12:12;12:12:00;12;12;0,2;12,20
510;E33;Gato_2019;POST_18;10/09/2019 12:12;12:12:00;12;12;0,2;12,20
511;E33;Gato_2019;POST_18;10/09/2019 12:25;12:25:00;12;25;0,416666667;12,42
512;E33;Gato_2019;POST_18;10/09/2019 12:28;12:28:00;12;28;0,466666667;12,47
513;E33;Gato_2019;POST_18;10/09/2019 12:28;12:28:00;12;28;0,466666667;12,47
514;E33;Gato_2019;POST_18;10/09/2019 12:42;12:42:00;13;42;0,7;13,70
515;E33;Gato_2019;POST_18;10/09/2019 12:45;12:45:00;13;45;0,75;13,75
516;E33;Gato_2019;POST_18;10/09/2019 12:54;12:54:00;13;54;0,9;13,90
517;E33;Gato_2019;POST_18;10/09/2019 12:54;12:54:00;13;54;0,9;13,90
518;E33;Gato_2019;POST_18;10/09/2019 12:56;12:56:00;13;56;0,933333333;13,93
519;E33;Gato_2019;POST_18;10/09/2019 12:56;12:56:00;13;56;0,933333333;13,93
520;E33;Gato_2019;POST_18;10/09/2019 13:06;13:06:00;13;6;0,1;13,10
521;E33;Gato_2019;POST_18;10/09/2019 13:08;13:08:00;13;8;0,133333333;13,13
522;E33;Gato_2019;POST_18;10/09/2019 13:14;13:14:00;13;14;0,233333333;13,23
523;E33;Gato_2019;POST_18;10/09/2019 13:25;13:25:00;13;25;0,416666667;13,42
524;E33;Gato_2019;POST_18;10/09/2019 13:34;13:34:00;14;34;0,566666667;14,57
525;E33;Gato_2019;POST_18;10/09/2019 13:47;13:47:00;14;47;0,783333333;14,78
526;E33;Gato_2019;POST_18;10/09/2019 13:57;13:57:00;14;57;0,95;14,95
527;E33;Gato_2019;POST_18;10/09/2019 14:00;14:00:00;14;0;0;14,00
528;E33;Gato_2019;POST_18;10/09/2019 14:07;14:07:00;14;7;0,116666667;14,12
529;E33;Gato_2019;POST_18;10/09/2019 14:11;14:11:00;14;11;0,183333333;14,18
530;E33;Gato_2019;POST_18;10/09/2019 14:15;14:15:00;14;15;0,25;14,25
531;E33;Gato_2019;POST_18;10/09/2019 14:24;14:24:00;14;24;0,4;14,40
532;E33;Gato_2019;POST_18;10/09/2019 14:28;14:28:00;14;28;0,466666667;14,47
533;E33;Gato_2019;POST_18;10/09/2019 14:35;14:35:00;15;35;0,583333333;15,58
534;E33;Gato_2019;POST_18;10/09/2019 14:38;14:38:00;15;38;0,633333333;15,63
535;E33;Gato_2019;POST_18;10/09/2019 14:38;14:38:00;15;38;0,633333333;15,63
536;E33;Gato_2019;POST_18;10/09/2019 14:38;14:38:00;15;38;0,633333333;15,63
537;E33;Gato_2019;POST_18;10/09/2019 14:50;14:50:00;15;50;0,833333333;15,83
538;E33;Gato_2019;POST_18;10/09/2019 14:54;14:54:00;15;54;0,9;15,90
539;E33;Gato_2019;POST_18;10/09/2019 14:54;14:54:00;15;54;0,9;15,90
540;E33;Gato_2019;POST_18;10/09/2019 14:54;14:54:00;15;54;0,9;15,90
541;E33;Gato_2019;POST_18;10/09/2019 15:05;15:05:00;15;5;0,083333333;15,08
542;E33;Gato_2019;POST_18;10/09/2019 15:10;15:10:00;15;10;0,166666667;15,17
543;E33;Gato_2019;POST_18;10/09/2019 15:18;15:18:00;15;18;0,3;15,30
544;E33;Gato_2019;POST_18;10/09/2019 15:29;15:29:00;15;29;0,483333333;15,48
545;E33;Gato_2019;POST_18;10/09/2019 15:32;15:32:00;16;32;0,533333333;16,53
546;E33;Gato_2019;POST_18;10/09/2019 15:38;15:38:00;16;38;0,633333333;16,63
547;E33;Gato_2019;POST_18;10/09/2019 15:38;15:38:00;16;38;0,633333333;16,63
548;E33;Gato_2019;POST_18;10/09/2019 15:43;15:43:00;16;43;0,716666667;16,72
549;E33;Gato_2019;POST_18;10/09/2019 15:56;15:56:00;16;56;0,933333333;16,93
550;E33;Gato_2019;POST_18;10/09/2019 16:04;16:04:00;16;4;0,066666667;16,07
551;E33;Gato_2019;POST_18;10/09/2019 16:20;16:20:00;16;20;0,333333333;16,33
552;E33;Gato_2019;POST_18;10/09/2019 16:55;16:55:00;17;55;0,916666667;17,92
553;E33;Gato_2019;POST_18;10/09/2019 16:55;16:55:00;17;55;0,916666667;17,92
554;E33;Gato_2019;POST_18;10/09/2019 17:19;17:19:00;17;19;0,316666667;17,32
555;E33;Gato_2019;POST_18;10/09/2019 17:34;17:34:00;18;34;0,566666667;18,57
556;E33;Gato_2019;POST_18;10/09/2019 17:36;17:36:00;18;36;0,6;18,60
557;E33;Gato_2019;POST_18;10/09/2019 17:44;17:44:00;18;44;0,733333333;18,73
558;E33;Gato_2019;POST_18;10/09/2019 17:47;17:47:00;18;47;0,783333333;18,78
559;E33;Gato_2019;POST_18;10/09/2019 17:50;17:50:00;18;50;0,833333333;18,83
560;E33;Gato_2019;POST_18;10/09/2019 17:56;17:56:00;18;56;0,933333333;18,93
561;E33;Gato_2019;POST_18;10/09/2019 18:03;18:03:00;18;3;0,05;18,05
562;E33;Gato_2019;POST_18;10/09/2019 18:09;18:09:00;18;9;0,15;18,15
563;E33;Gato_2019;POST_18;10/09/2019 18:26;18:26:00;18;26;0,433333333;18,43
564;E33;Gato_2019;POST_18;10/09/2019 18:33;18:33:00;19;33;0,55;19,55
565;E33;Gato_2019;POST_18;10/09/2019 19:00;19:00:00;19;0;0;19,00
566;E33;Gato_2019;POST_18;10/09/2019 19:00;19:00:00;19;0;0;19,00
567;E33;Gato_2019;POST_18;10/09/2019 19:04;19:04:00;19;4;0,066666667;19,07
568;E33;Gato_2019;POST_18;10/09/2019 19:14;19:14:00;19;14;0,233333333;19,23
569;E33;Gato_2019;POST_18;10/09/2019 19:19;19:19:00;19;19;0,316666667;19,32
570;E33;Gato_2019;POST_18;10/09/2019 19:19;19:19:00;19;19;0,316666667;19,32
571;E33;Gato_2019;POST_18;10/09/2019 19:24;19:24:00;19;24;0,4;19,40
572;E33;Gato_2019;POST_18;10/09/2019 19:30;19:30:00;20;30;0,5;20,50
573;E33;Gato_2019;POST_18;10/09/2019 19:30;19:30:00;20;30;0,5;20,50
574;E33;Gato_2019;POST_18;10/09/2019 19:30;19:30:00;20;30;0,5;20,50
575;E33;Gato_2019;POST_18;10/09/2019 19:34;19:34:00;20;34;0,566666667;20,57
576;E33;Gato_2019;POST_18;10/09/2019 19:42;19:42:00;20;42;0,7;20,70
577;E33;Gato_2019;POST_18;10/09/2019 19:42;19:42:00;20;42;0,7;20,70
578;E33;Gato_2019;POST_18;10/09/2019 19:42;19:42:00;20;42;0,7;20,70
579;E33;Gato_2019;POST_18;10/09/2019 19:46;19:46:00;20;46;0,766666667;20,77
580;E33;Gato_2019;POST_18;10/09/2019 19:53;19:53:00;20;53;0,883333333;20,88
581;E33;Gato_2019;POST_18;10/09/2019 20:01;20:01:00;20;1;0,016666667;20,02
582;E33;Gato_2019;POST_18;10/09/2019 20:08;20:08:00;20;8;0,133333333;20,13
583;E33;Gato_2019;POST_18;10/09/2019 20:16;20:16:00;20;16;0,266666667;20,27
584;E33;Gato_2019;POST_18;10/09/2019 20:30;20:30:00;21;30;0,5;21,50
585;E33;Gato_2019;POST_18;10/09/2019 20:30;20:30:00;21;30;0,5;21,50
586;E33;Gato_2019;POST_18;10/09/2019 20:39;20:39:00;21;39;0,65;21,65
587;E33;Gato_2019;POST_18;10/09/2019 20:52;20:52:00;21;52;0,866666667;21,87
588;E33;Gato_2019;POST_18;10/09/2019 20:52;20:52:00;21;52;0,866666667;21,87
589;E33;Gato_2019;POST_18;10/09/2019 21:08;21:08:00;21;8;0,133333333;21,13
590;E33;Gato_2019;POST_18;10/09/2019 21:10;21:10:00;21;10;0,166666667;21,17
591;E33;Gato_2019;POST_18;10/09/2019 21:21;21:21:00;21;21;0,35;21,35
592;E33;Gato_2019;POST_18;10/09/2019 21:41;21:41:00;22;41;0,683333333;22,68
593;E33;Gato_2019;POST_18;10/09/2019 21:44;21:44:00;22;44;0,733333333;22,73
594;E33;Gato_2019;POST_18;10/09/2019 21:54;21:54:00;22;54;0,9;22,90
595;E33;Gato_2019;POST_18;10/09/2019 22:03;22:03:00;22;3;0,05;22,05
596;E33;Gato_2019;POST_18;10/09/2019 22:11;22:11:00;22;11;0,183333333;22,18
597;E33;Gato_2019;POST_18;10/09/2019 22:15;22:15:00;22;15;0,25;22,25
