Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_SP;metadata_Observador_gato;n_images;metadata_Grupo;metadata_ID_gato;metadata_Gato;HierarchicalSubject
242;E33;E33;Gato;6216342;384334;05/09/2018 14:10;05/09/2018;2:10:18 p. m.;794;132;2;0;CamarasIMG18/E33;09050433.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
243;E33;E33;Gato;6216342;384334;05/09/2018 14:25;05/09/2018;2:25:15 p. m.;895;149;2;0;CamarasIMG18/E33;09050436.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
244;E33;E33;Gato;6216342;384334;05/09/2018 14:30;05/09/2018;2:30:08 p. m.;291;48;1;0;CamarasIMG18/E33;09050439.JPG;Gato;Ian;6;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
245;E33;E33;Gato;6216342;384334;05/09/2018 17:04;05/09/2018;5:04:13 p. m.;9167;1528;25;1;CamarasIMG18/E33;09050445.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
246;E33;E33;Gato;6216342;384334;05/09/2018 17:54;05/09/2018;5:54:54 p. m.;3039;506;8;0;CamarasIMG18/E33;09050448.JPG;Gato;Ian;3;3;NA;NA;SP|Gato, Grupo|3, Observador_gato|Ian
247;E33;E33;Gato;6216342;384334;05/09/2018 17:56;05/09/2018;5:56:56 p. m.;120;2;0;0;CamarasIMG18/E33;09050451.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
248;E33;E33;Gato;6216342;384334;05/09/2018 18:05;05/09/2018;6:05:52 p. m.;534;89;1;0;CamarasIMG18/E33;09050454.JPG;Gato;Ian;9;3;NA;NA;SP|Gato, Grupo|3, Observador_gato|Ian
249;E33;E33;Gato;6216342;384334;06/09/2018 9:23;06/09/2018;9:23:00 a. m.;55000;9167;153;6;CamarasIMG18/E33;09060484.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
250;E33;E33;Gato;6216342;384334;06/09/2018 10:05;06/09/2018;10:05:45 a. m.;2563;427;7;0;CamarasIMG18/E33;09060487.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
251;E33;E33;Gato;6216342;384334;06/09/2018 10:13;06/09/2018;10:13:59 a. m.;492;82;1;0;CamarasIMG18/E33;09060490.JPG;Gato;Ian;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
252;E33;E33;Gato;6216342;384334;06/09/2018 10:30;06/09/2018;10:30:13 a. m.;909;152;3;0;CamarasIMG18/E33;09060496.JPG;Gato;Ian;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
253;E33;E33;Gato;6216342;384334;06/09/2018 10:35;06/09/2018;10:35:43 a. m.;279;47;1;0;CamarasIMG18/E33;09060505.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
254;E33;E33;Gato;6216342;384334;06/09/2018 10:39;06/09/2018;10:39:29 a. m.;224;37;1;0;CamarasIMG18/E33;09060508.JPG;Gato;Ian;6;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
255;E33;E33;Gato;6216342;384334;06/09/2018 10:49;06/09/2018;10:49:56 a. m.;598;10;2;0;CamarasIMG18/E33;09060514.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
256;E33;E33;Gato;6216342;384334;06/09/2018 10:54;06/09/2018;10:54:32 a. m.;274;46;1;0;CamarasIMG18/E33;09060517.JPG;Gato;Ian;9;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
257;E33;E33;Gato;6216342;384334;06/09/2018 11:08;06/09/2018;11:08:49 a. m.;732;122;2;0;CamarasIMG18/E33;09060529.JPG;Gato;Ian;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
258;E33;E33;Gato;6216342;384334;06/09/2018 11:14;06/09/2018;11:14:49 a. m.;202;34;1;0;CamarasIMG18/E33;09060541.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
259;E33;E33;Gato;6216342;384334;06/09/2018 11:17;06/09/2018;11:17:23 a. m.;152;25;0;0;CamarasIMG18/E33;09060544.JPG;Gato;Ian;8;NA;NA;NA;SP|Gato, Observador_gato|Ian
260;E33;E33;Gato;6216342;384334;06/09/2018 11:29;06/09/2018;11:29:23 a. m.;596;99;2;0;CamarasIMG18/E33;09060556.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
261;E33;E33;Gato;6216342;384334;06/09/2018 11:34;06/09/2018;11:34:23 a. m.;298;5;1;0;CamarasIMG18/E33;09060559.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
262;E33;E33;Gato;6216342;384334;06/09/2018 13:29;06/09/2018;1:29:32 p. m.;6907;1151;19;1;CamarasIMG18/E33;09060574.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
263;E33;E33;Gato;6216342;384334;06/09/2018 14:08;06/09/2018;2:08:10 p. m.;2316;386;6;0;CamarasIMG18/E33;09060583.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
264;E33;E33;Gato;6216342;384334;06/09/2018 14:52;06/09/2018;2:52:23 p. m.;2651;442;7;0;CamarasIMG18/E33;09060598.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
265;E33;E33;Gato;6216342;384334;06/09/2018 14:55;06/09/2018;2:55:18 p. m.;172;29;0;0;CamarasIMG18/E33;09060601.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
266;E33;E33;Gato;6216342;384334;06/09/2018 14:57;06/09/2018;2:57:26 p. m.;126;21;0;0;CamarasIMG18/E33;09060604.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
267;E33;E33;Gato;6216342;384334;06/09/2018 15:27;06/09/2018;3:27:57 p. m.;1829;305;5;0;CamarasIMG18/E33;09060610.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
268;E33;E33;Gato;6216342;384334;06/09/2018 16:28;06/09/2018;4:28:08 p. m.;3609;601;1;0;CamarasIMG18/E33;09060622.JPG;Gato;Ian;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
269;E33;E33;Gato;6216342;384334;06/09/2018 16:38;06/09/2018;4:38:26 p. m.;550;92;2;0;CamarasIMG18/E33;09060631.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
270;E33;E33;Gato;6216342;384334;06/09/2018 18:45;06/09/2018;6:45:48 p. m.;7640;1273;21;1;CamarasIMG18/E33;09060637.JPG;Gato;Ian;3;6;NA;NA;SP|Gato, Grupo|6, Observador_gato|Ian
271;E33;E33;Gato;6216342;384334;07/09/2018 7:48;07/09/2018;7:48:35 a. m.;46965;7828;13;5;CamarasIMG18/E33;09070646.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
272;E33;E33;Gato;6216342;384334;07/09/2018 7:52;07/09/2018;7:52:03 a. m.;206;34;1;0;CamarasIMG18/E33;09070649.JPG;Gato;Ian;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
273;E33;E33;Gato;6216342;384334;07/09/2018 10:01;07/09/2018;10:01:21 a. m.;7709;1285;21;1;CamarasIMG18/E33;09070664.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
274;E33;E33;Gato;6216342;384334;07/09/2018 10:23;07/09/2018;10:23:53 a. m.;1350;225;4;0;CamarasIMG18/E33;09070667.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
275;E33;E33;Gato;6216342;384334;07/09/2018 10:48;07/09/2018;10:48:55 a. m.;1500;25;4;0;CamarasIMG18/E33;09070670.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
276;E33;E33;Gato;6216342;384334;07/09/2018 12:11;07/09/2018;12:11:23 p. m.;4946;824;14;1;CamarasIMG18/E33;09070676.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
277;E33;E33;Gato;6216342;384334;07/09/2018 12:29;07/09/2018;12:29:42 p. m.;1097;183;3;0;CamarasIMG18/E33;09070679.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
278;E33;E33;Gato;6216342;384334;07/09/2018 12:46;07/09/2018;12:46:23 p. m.;999;166;3;0;CamarasIMG18/E33;09070682.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
279;E33;E33;Gato;6216342;384334;07/09/2018 19:08;07/09/2018;7:08:41 p. m.;22936;3823;64;3;CamarasIMG18/E33;09070706.JPG;Gato;Ian;12;NA;NA;NA;SP|Gato, Observador_gato|Ian
280;E33;E33;Gato;6216342;384334;08/09/2018 5:19;08/09/2018;5:19:03 a. m.;36517;6086;101;4;CamarasIMG18/E33;09080724.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
281;E33;E33;Gato;6216342;384334;08/09/2018 8:35;08/09/2018;8:35:34 a. m.;11789;1965;33;1;CamarasIMG18/E33;09080730.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
282;E33;E33;Gato;6216342;384334;08/09/2018 8:55;08/09/2018;8:55:22 a. m.;1186;198;3;0;CamarasIMG18/E33;09080736.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
283;E33;E33;Perro;6216342;384334;05/09/2018 12:43;05/09/2018;12:43:22 p. m.;0;0;0;0;CamarasIMG18/E33;09050421.JPG;Perro;NA;3;NA;NA;NA;SP|Perro
284;E34;E34;Gato;6216318;384497;03/09/2018 11:04;03/09/2018;11:04:20 a. m.;0;0;0;0;CamarasIMG18/E34;09030036.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
285;E34;E34;Gato;6216318;384497;03/09/2018 11:15;03/09/2018;11:15:37 a. m.;675;112;2;0;CamarasIMG18/E34;09030039.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
286;E34;E34;Gato;6216318;384497;03/09/2018 12:27;03/09/2018;12:27:04 p. m.;4285;714;12;0;CamarasIMG18/E34;09030042.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
287;E34;E34;Gato;6216318;384497;03/09/2018 15:40;03/09/2018;3:40:07 p. m.;11581;193;32;1;CamarasIMG18/E34;09030045.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
288;E34;E34;Gato;6216318;384497;03/09/2018 15:45;03/09/2018;3:45:11 p. m.;302;5;1;0;CamarasIMG18/E34;09030048.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
289;E34;E34;Gato;6216318;384497;03/09/2018 16:08;03/09/2018;4:08:36 p. m.;1404;234;4;0;CamarasIMG18/E34;09030051.JPG;Gato;Ian;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
290;E34;E34;Gato;6216318;384497;03/09/2018 16:52;03/09/2018;4:52:31 p. m.;2633;439;7;0;CamarasIMG18/E34;09030054.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
291;E34;E34;Gato;6216318;384497;03/09/2018 17:52;03/09/2018;5:52:26 p. m.;3593;599;1;0;CamarasIMG18/E34;09030057.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
292;E34;E34;Gato;6216318;384497;03/09/2018 19:15;03/09/2018;7:15:16 p. m.;4968;828;14;1;CamarasIMG18/E34;09030060.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
293;E34;E34;Gato;6216318;384497;04/09/2018 6:36;04/09/2018;6:36:00 a. m.;40842;6807;113;5;CamarasIMG18/E34;09040063.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
294;E34;E34;Gato;6216318;384497;04/09/2018 9:32;04/09/2018;9:32:50 a. m.;10608;1768;29;1;CamarasIMG18/E34;09040069.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
295;E34;E34;Gato;6216318;384497;04/09/2018 13:21;04/09/2018;1:21:38 p. m.;13726;2288;38;2;CamarasIMG18/E34;09040078.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
296;E34;E34;Gato;6216318;384497;04/09/2018 13:34;04/09/2018;1:34:26 p. m.;766;128;2;0;CamarasIMG18/E34;09040081.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
297;E34;E34;Gato;6216318;384497;04/09/2018 13:50;04/09/2018;1:50:15 p. m.;947;158;3;0;CamarasIMG18/E34;09040084.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
298;E34;E34;Gato;6216318;384497;04/09/2018 14:47;04/09/2018;2:47:34 p. m.;3437;573;1;0;CamarasIMG18/E34;09040090.JPG;Gato;Ian;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
299;E34;E34;Gato;6216318;384497;04/09/2018 14:56;04/09/2018;2:56:32 p. m.;435;72;1;0;CamarasIMG18/E34;09040099.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
300;E34;E34;Gato;6216318;384497;04/09/2018 15:38;04/09/2018;3:38:55 p. m.;2541;424;7;0;CamarasIMG18/E34;09040102.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
301;E34;E34;Gato;6216318;384497;04/09/2018 16:07;04/09/2018;4:07:12 p. m.;1695;282;5;0;CamarasIMG18/E34;09040105.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
302;E34;E34;Gato;6216318;384497;04/09/2018 16:11;04/09/2018;4:11:50 p. m.;276;46;1;0;CamarasIMG18/E34;09040108.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
303;E34;E34;Gato;6216318;384497;04/09/2018 16:33;04/09/2018;4:33:31 p. m.;1299;216;4;0;CamarasIMG18/E34;09040111.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
304;E34;E34;Gato;6216318;384497;04/09/2018 17:02;04/09/2018;5:02:12 p. m.;1719;286;5;0;CamarasIMG18/E34;09040114.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
305;E34;E34;Gato;6216318;384497;04/09/2018 17:21;04/09/2018;5:21:35 p. m.;1161;194;3;0;CamarasIMG18/E34;09040117.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
306;E34;E34;Gato;6216318;384497;04/09/2018 18:29;04/09/2018;6:29:23 p. m.;4066;678;11;0;CamarasIMG18/E34;09040123.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
307;E34;E34;Gato;6216318;384497;04/09/2018 18:54;04/09/2018;6:54:40 p. m.;1515;252;4;0;CamarasIMG18/E34;09040126.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
308;E34;E34;Gato;6216318;384497;05/09/2018 5:15;05/09/2018;5:15:27 a. m.;37245;6208;103;4;CamarasIMG18/E34;09050129.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
309;E34;E34;Gato;6216318;384497;05/09/2018 5:29;05/09/2018;5:29:01 a. m.;812;135;2;0;CamarasIMG18/E34;09050132.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
310;E34;E34;Gato;6216318;384497;05/09/2018 7:00;05/09/2018;7:00:14 a. m.;5472;912;15;1;CamarasIMG18/E34;09050138.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
311;E34;E34;Gato;6216318;384497;05/09/2018 10:02;05/09/2018;10:02:46 a. m.;10950;1825;3;1;CamarasIMG18/E34;09050147.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
312;E34;E34;Gato;6216318;384497;05/09/2018 15:45;05/09/2018;3:45:27 p. m.;20559;3426;57;2;CamarasIMG18/E34;09050171.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
313;E34;E34;Gato;6216318;384497;05/09/2018 15:56;05/09/2018;3:56:19 p. m.;650;108;2;0;CamarasIMG18/E34;09050174.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
314;E34;E34;Gato;6216318;384497;05/09/2018 16:07;05/09/2018;4:07:00 p. m.;639;107;2;0;CamarasIMG18/E34;09050177.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
315;E34;E34;Gato;6216318;384497;05/09/2018 16:11;05/09/2018;4:11:31 p. m.;269;45;1;0;CamarasIMG18/E34;09050180.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
316;E34;E34;Gato;6216318;384497;05/09/2018 16:20;05/09/2018;4:20:04 p. m.;511;85;1;0;CamarasIMG18/E34;09050183.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
317;E34;E34;Gato;6216318;384497;05/09/2018 16:22;05/09/2018;4:22:51 p. m.;165;28;0;0;CamarasIMG18/E34;09050186.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
318;E34;E34;Gato;6216318;384497;05/09/2018 17:16;05/09/2018;5:16:10 p. m.;3197;533;9;0;CamarasIMG18/E34;09050192.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
319;E34;E34;Gato;6216318;384497;05/09/2018 19:10;05/09/2018;7:10:12 p. m.;6840;114;19;1;CamarasIMG18/E34;09050195.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
320;E34;E34;Gato;6216318;384497;05/09/2018 21:08;05/09/2018;9:08:27 p. m.;7093;1182;2;1;CamarasIMG18/E34;09050201.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
321;E34;E34;Gato;6216318;384497;05/09/2018 23:38;05/09/2018;11:38:07 p. m.;8978;1496;25;1;CamarasIMG18/E34;09050204.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
322;E34;E34;Gato;6216318;384497;06/09/2018 0:36;06/09/2018;12:36:20 a. m.;3491;582;1;0;CamarasIMG18/E34;09060207.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
323;E34;E34;Gato;6216318;384497;06/09/2018 7:13;06/09/2018;7:13:20 a. m.;23818;397;66;3;CamarasIMG18/E34;09060213.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
324;E34;E34;Gato;6216318;384497;06/09/2018 11:23;06/09/2018;11:23:43 a. m.;15021;2503;42;2;CamarasIMG18/E34;09060228.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
325;E34;E34;Gato;6216318;384497;06/09/2018 12:40;06/09/2018;12:40:01 p. m.;4576;763;13;1;CamarasIMG18/E34;09060231.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
326;E34;E34;Gato;6216318;384497;06/09/2018 13:22;06/09/2018;1:22:11 p. m.;2528;421;7;0;CamarasIMG18/E34;09060237.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
327;E34;E34;Gato;6216318;384497;06/09/2018 13:28;06/09/2018;1:28:08 p. m.;355;59;1;0;CamarasIMG18/E34;09060240.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
328;E34;E34;Gato;6216318;384497;06/09/2018 13:37;06/09/2018;1:37:00 p. m.;530;88;1;0;CamarasIMG18/E34;09060243.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
329;E34;E34;Gato;6216318;384497;06/09/2018 14:05;06/09/2018;2:05:14 p. m.;1692;282;5;0;CamarasIMG18/E34;09060246.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
330;E34;E34;Gato;6216318;384497;06/09/2018 15:55;06/09/2018;3:55:34 p. m.;6619;1103;18;1;CamarasIMG18/E34;09060258.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
331;E34;E34;Gato;6216318;384497;06/09/2018 16:23;06/09/2018;4:23:53 p. m.;1697;283;5;0;CamarasIMG18/E34;09060261.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
332;E34;E34;Gato;6216318;384497;06/09/2018 16:30;06/09/2018;4:30:51 p. m.;416;69;1;0;CamarasIMG18/E34;09060267.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
333;E34;E34;Gato;6216318;384497;06/09/2018 16:35;06/09/2018;4:35:58 p. m.;305;51;1;0;CamarasIMG18/E34;09060270.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
334;E34;E34;Gato;6216318;384497;06/09/2018 17:05;06/09/2018;5:05:55 p. m.;1795;299;5;0;CamarasIMG18/E34;09060273.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
335;E34;E34;Gato;6216318;384497;06/09/2018 17:37;06/09/2018;5:37:26 p. m.;1889;315;5;0;CamarasIMG18/E34;09060276.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
336;E34;E34;Gato;6216318;384497;06/09/2018 18:42;06/09/2018;6:42:41 p. m.;3913;652;11;0;CamarasIMG18/E34;09060279.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
337;E34;E34;Gato;6216318;384497;06/09/2018 18:48;06/09/2018;6:48:40 p. m.;357;6;1;0;CamarasIMG18/E34;09060282.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
338;E34;E34;Gato;6216318;384497;06/09/2018 21:11;06/09/2018;9:11:06 p. m.;8544;1424;24;1;CamarasIMG18/E34;09060285.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
339;E34;E34;Gato;6216318;384497;06/09/2018 21:39;06/09/2018;9:39:13 p. m.;1686;281;5;0;CamarasIMG18/E34;09060288.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
340;E34;E34;Gato;6216318;384497;07/09/2018 0:14;07/09/2018;12:14:23 a. m.;9308;1551;26;1;CamarasIMG18/E34;09070291.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
341;E34;E34;Gato;6216318;384497;07/09/2018 1:53;07/09/2018;1:53:27 a. m.;5942;99;16;1;CamarasIMG18/E34;09070294.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
342;E34;E34;Gato;6216318;384497;07/09/2018 6:15;07/09/2018;6:15:18 a. m.;15709;2618;44;2;CamarasIMG18/E34;09070297.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
343;E34;E34;Gato;6216318;384497;07/09/2018 11:56;07/09/2018;11:56:01 a. m.;20441;3407;57;2;CamarasIMG18/E34;09070318.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
344;E34;E34;Gato;6216318;384497;07/09/2018 12:30;07/09/2018;12:30:26 p. m.;2063;344;6;0;CamarasIMG18/E34;09070321.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
345;E34;E34;Gato;6216318;384497;07/09/2018 14:59;07/09/2018;2:59:08 p. m.;8920;1487;25;1;CamarasIMG18/E34;09070324.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
346;E34;E34;Gato;6216318;384497;07/09/2018 15:19;07/09/2018;3:19:07 p. m.;1198;20;3;0;CamarasIMG18/E34;09070327.JPG;Gato;Ian;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
347;E34;E34;Gato;6216318;384497;07/09/2018 16:35;07/09/2018;4:35:49 p. m.;4579;763;13;1;CamarasIMG18/E34;09070333.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
348;E34;E34;Gato;6216318;384497;07/09/2018 16:43;07/09/2018;4:43:06 p. m.;435;72;1;0;CamarasIMG18/E34;09070336.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
349;E34;E34;Gato;6216318;384497;07/09/2018 16:50;07/09/2018;4:50:37 p. m.;449;75;1;0;CamarasIMG18/E34;09070339.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
350;E34;E34;Gato;6216318;384497;07/09/2018 18:02;07/09/2018;6:02:19 p. m.;4300;717;12;0;CamarasIMG18/E34;09070342.JPG;Gato;Ian;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
351;E34;E34;Gato;6216318;384497;07/09/2018 19:19;07/09/2018;7:19:22 p. m.;4622;77;13;1;CamarasIMG18/E34;09070345.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
352;E34;E34;Gato;6216318;384497;07/09/2018 23:27;07/09/2018;11:27:33 p. m.;14889;2482;41;2;CamarasIMG18/E34;09070348.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
353;E34;E34;Gato;6216318;384497;08/09/2018 6:19;08/09/2018;6:19:01 a. m.;24686;4114;69;3;CamarasIMG18/E34;09080354.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
354;E34;E34;Gato;6216318;384497;08/09/2018 7:51;08/09/2018;7:51:15 a. m.;5532;922;15;1;CamarasIMG18/E34;09080357.JPG;Gato;Ian;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
355;E34;E34;Perro;6216318;384497;05/09/2018 10:08;05/09/2018;10:08:41 a. m.;0;0;0;0;CamarasIMG18/E34;09050150.JPG;Perro;NA;3;NA;NA;NA;SP|Perro
356;E34;E34;Persona;6216318;384497;06/09/2018 8:53;06/09/2018;8:53:00 a. m.;0;0;0;0;CamarasIMG18/E34;09060216.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
357;E34;E34;Persona;6216318;384497;06/09/2018 9:35;06/09/2018;9:35:49 a. m.;2567;428;7;0;CamarasIMG18/E34;09060222.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
358;E34;E34;Persona;6216318;384497;06/09/2018 9:42;06/09/2018;9:42:44 a. m.;413;69;1;0;CamarasIMG18/E34;09060225.JPG;Persona;NA;3;NA;NA;NA;SP|Persona
