PRE_POST;Station;Species;DateTimeOriginal;Date;Time;n_images;metadata_Grupo
PRE;E01;Gato;30/08/2018 11:22;30/08/2018;11:22:01 a. m.;3;NA
PRE;E01;Gato;31/08/2018 11:57;31/08/2018;11:57:07 a. m.;3;NA
PRE;E01;Gato;01/09/2018 9:14;01/09/2018;9:14:31 a. m.;3;NA
PRE;E02;Gato;14/08/2018 21:29;14/08/2018;9:29:59 p. m.;6;NA
PRE;E03;Gato;20/08/2018 20:24;20/08/2018;8:24:16 p. m.;3;NA
PRE;E03;Gato;20/08/2018 21:20;20/08/2018;9:20:53 p. m.;3;NA
PRE;E03;Gato;21/08/2018 1:07;21/08/2018;1:07:56 a. m.;3;NA
PRE;E03;Gato;21/08/2018 2:21;21/08/2018;2:21:03 a. m.;3;NA
PRE;E03;Gato;21/08/2018 3:12;21/08/2018;3:12:44 a. m.;3;NA
PRE;E03;Gato;21/08/2018 3:51;21/08/2018;3:51:50 a. m.;3;NA
PRE;E03;Gato;21/08/2018 4:00;21/08/2018;4:00:21 a. m.;3;NA
PRE;E03;Gato;21/08/2018 10:11;21/08/2018;10:11:56 a. m.;3;NA
PRE;E03;Gato;21/08/2018 14:15;21/08/2018;2:15:01 p. m.;3;NA
PRE;E03;Gato;21/08/2018 14:53;21/08/2018;2:53:58 p. m.;3;NA
PRE;E03;Gato;21/08/2018 14:59;21/08/2018;2:59:03 p. m.;3;NA
PRE;E03;Gato;21/08/2018 20:14;21/08/2018;8:14:52 p. m.;3;NA
PRE;E03;Gato;21/08/2018 20:19;21/08/2018;8:19:13 p. m.;3;NA
PRE;E03;Gato;21/08/2018 20:38;21/08/2018;8:38:40 p. m.;3;NA
PRE;E03;Gato;22/08/2018 2:29;22/08/2018;2:29:54 a. m.;3;NA
PRE;E03;Gato;22/08/2018 3:02;22/08/2018;3:02:51 a. m.;3;NA
PRE;E03;Gato;22/08/2018 3:45;22/08/2018;3:45:49 a. m.;3;NA
PRE;E03;Gato;22/08/2018 9:52;22/08/2018;9:52:19 a. m.;3;NA
PRE;E03;Gato;22/08/2018 12:41;22/08/2018;12:41:06 p. m.;3;NA
PRE;E03;Gato;22/08/2018 13:15;22/08/2018;1:15:23 p. m.;3;NA
PRE;E03;Gato;22/08/2018 18:44;22/08/2018;6:44:03 p. m.;6;NA
PRE;E03;Gato;22/08/2018 18:48;22/08/2018;6:48:10 p. m.;3;NA
PRE;E03;Gato;23/08/2018 3:16;23/08/2018;3:16:42 a. m.;3;NA
PRE;E03;Gato;23/08/2018 4:08;23/08/2018;4:08:05 a. m.;6;NA
PRE;E03;Gato;23/08/2018 9:17;23/08/2018;9:17:41 a. m.;3;NA
PRE;E03;Gato;23/08/2018 14:07;23/08/2018;2:07:38 p. m.;3;NA
PRE;E03;Gato;23/08/2018 14:30;23/08/2018;2:30:45 p. m.;3;NA
PRE;E03;Gato;23/08/2018 15:58;23/08/2018;3:58:35 p. m.;3;NA
PRE;E03;Gato;23/08/2018 16:20;23/08/2018;4:20:34 p. m.;3;NA
PRE;E03;Gato;23/08/2018 18:27;23/08/2018;6:27:49 p. m.;3;NA
PRE;E03;Gato;24/08/2018 2:23;24/08/2018;2:23:13 a. m.;3;NA
PRE;E03;Gato;24/08/2018 6:31;24/08/2018;6:31:03 a. m.;3;NA
PRE;E03;Gato;24/08/2018 7:41;24/08/2018;7:41:25 a. m.;3;NA
PRE;E03;Gato;24/08/2018 7:52;24/08/2018;7:52:50 a. m.;3;NA
PRE;E03;Gato;24/08/2018 10:54;24/08/2018;10:54:20 a. m.;3;NA
PRE;E03;Gato;24/08/2018 11:17;24/08/2018;11:17:50 a. m.;6;NA
PRE;E03;Gato;24/08/2018 12:06;24/08/2018;12:06:32 p. m.;3;NA
PRE;E03;Gato;24/08/2018 13:21;24/08/2018;1:21:16 p. m.;3;NA
PRE;E03;Gato;24/08/2018 13:29;24/08/2018;1:29:46 p. m.;3;NA
PRE;E03;Gato;24/08/2018 21:38;24/08/2018;9:38:15 p. m.;3;NA
PRE;E03;Gato;25/08/2018 6:30;25/08/2018;6:30:33 a. m.;3;NA
PRE;E03;Gato;25/08/2018 9:29;25/08/2018;9:29:21 a. m.;3;NA
PRE;E04;Gato;13/08/2018 18:26;13/08/2018;6:26:17 p. m.;3;NA
PRE;E04;Gato;15/08/2018 15:04;15/08/2018;3:04:58 p. m.;3;NA
PRE;E04;Gato;16/08/2018 9:42;16/08/2018;9:42:14 a. m.;3;NA
PRE;E04;Gato;18/08/2018 6:39;18/08/2018;6:39:16 a. m.;3;NA
PRE;E05;Gato;14/08/2018 7:36;14/08/2018;7:36:47 a. m.;5;NA
PRE;E05;Gato;14/08/2018 11:28;14/08/2018;11:28:15 a. m.;9;NA
PRE;E05;Gato;15/08/2018 16:54;15/08/2018;4:54:48 p. m.;3;NA
PRE;E06;Gato;30/08/2018 23:43;30/08/2018;11:43:06 p. m.;3;NA
PRE;E06;Gato;31/08/2018 6:48;31/08/2018;6:48:37 a. m.;2;NA
PRE;E06;Gato;31/08/2018 8:35;31/08/2018;8:35:55 a. m.;2;NA
PRE;E07;Gato;21/08/2018 18:59;21/08/2018;6:59:50 p. m.;3;NA
PRE;E07;Gato;22/08/2018 22:44;22/08/2018;10:44:45 p. m.;3;NA
PRE;E07;Perro;20/08/2018 23:08;20/08/2018;11:08:49 p. m.;3;2
PRE;E08;Gato;17/08/2018 22:39;17/08/2018;10:39:22 p. m.;3;NA
PRE;E08;Gato;18/08/2018 6:36;18/08/2018;6:36:41 a. m.;3;NA
PRE;E08;Gato;18/08/2018 10:34;18/08/2018;10:34:14 a. m.;3;NA
PRE;E08;Gato;19/08/2018 15:04;19/08/2018;3:04:32 p. m.;3;NA
PRE;E08;Gato;19/08/2018 15:51;19/08/2018;3:51:15 p. m.;3;NA
PRE;E08;Gato;19/08/2018 21:11;19/08/2018;9:11:59 p. m.;3;NA
PRE;E08;Gato;20/08/2018 1:35;20/08/2018;1:35:05 a. m.;3;NA
PRE;E08;Gato;20/08/2018 21:36;20/08/2018;9:36:24 p. m.;3;NA
PRE;E08;Gato;22/08/2018 1:48;22/08/2018;1:48:18 a. m.;3;NA
PRE;E08;Gato;22/08/2018 2:40;22/08/2018;2:40:30 a. m.;3;NA
PRE;E08;Gato;22/08/2018 3:48;22/08/2018;3:48:32 a. m.;3;NA
PRE;E08;Persona;17/08/2018 21:01;17/08/2018;9:01:01 p. m.;3;NA
PRE;E08;Persona;18/08/2018 18:33;18/08/2018;6:33:08 p. m.;2;NA
PRE;E08;Persona;18/08/2018 19:19;18/08/2018;7:19:56 p. m.;3;NA
PRE;E08;Persona;19/08/2018 0:01;19/08/2018;12:01:37 a. m.;3;NA
PRE;E08;Persona;19/08/2018 23:16;19/08/2018;11:16:17 p. m.;3;NA
PRE;E08;Persona;21/08/2018 14:06;21/08/2018;2:06:48 p. m.;3;NA
PRE;E08;Persona;21/08/2018 18:20;21/08/2018;6:20:40 p. m.;3;NA
PRE;E09;Gato;14/08/2018 13:57;14/08/2018;1:57:53 p. m.;3;NA
PRE;E09;Gato;14/08/2018 16:53;14/08/2018;4:53:32 p. m.;3;NA
PRE;E10;Gato;30/08/2018 8:11;30/08/2018;8:11:40 a. m.;6;NA
PRE;E10;Gato;30/08/2018 8:14;30/08/2018;8:14:34 a. m.;3;NA
PRE;E11;Gato;27/08/2018 18:28;27/08/2018;6:28:22 p. m.;2;NA
PRE;E11;Gato;28/08/2018 0:13;28/08/2018;12:13:07 a. m.;2;NA
PRE;E11;Gato;28/08/2018 5:49;28/08/2018;5:49:24 a. m.;2;NA
PRE;E11;Gato;28/08/2018 10:03;28/08/2018;10:03:24 a. m.;2;NA
PRE;E11;Gato;28/08/2018 15:52;28/08/2018;3:52:57 p. m.;5;NA
PRE;E11;Gato;28/08/2018 19:55;28/08/2018;7:55:35 p. m.;7;NA
PRE;E11;Gato;29/08/2018 2:33;29/08/2018;2:33:49 a. m.;3;NA
PRE;E11;Gato;31/08/2018 13:08;31/08/2018;1:08:37 p. m.;3;NA
PRE;E11;Gato;31/08/2018 15:17;31/08/2018;3:17:21 p. m.;3;NA
PRE;E11;Perro;27/08/2018 18:28;27/08/2018;6:28:03 p. m.;2;NA
PRE;E11;Perro;27/08/2018 18:31;27/08/2018;6:31:52 p. m.;2;NA
PRE;E11;Perro;31/08/2018 14:28;31/08/2018;2:28:30 p. m.;2;NA
PRE;E12;Gato;20/08/2018 14:24;20/08/2018;2:24:34 p. m.;9;NA
PRE;E12;Gato;20/08/2018 15:03;20/08/2018;3:03:53 p. m.;3;NA
PRE;E12;Gato;20/08/2018 17:43;20/08/2018;5:43:41 p. m.;3;NA
PRE;E12;Gato;21/08/2018 9:00;21/08/2018;9:00:04 a. m.;3;NA
PRE;E12;Gato;21/08/2018 10:37;21/08/2018;10:37:25 a. m.;3;NA
PRE;E12;Gato;21/08/2018 11:31;21/08/2018;11:31:48 a. m.;3;NA
PRE;E12;Gato;21/08/2018 12:53;21/08/2018;12:53:44 p. m.;9;NA
PRE;E12;Gato;21/08/2018 14:03;21/08/2018;2:03:14 p. m.;3;NA
PRE;E12;Gato;21/08/2018 14:15;21/08/2018;2:15:22 p. m.;3;NA
PRE;E12;Gato;21/08/2018 15:52;21/08/2018;3:52:14 p. m.;2;NA
PRE;E12;Gato;21/08/2018 16:39;21/08/2018;4:39:14 p. m.;3;NA
PRE;E12;Gato;21/08/2018 17:10;21/08/2018;5:10:11 p. m.;3;NA
PRE;E12;Gato;21/08/2018 18:11;21/08/2018;6:11:48 p. m.;3;NA
PRE;E12;Gato;22/08/2018 10:31;22/08/2018;10:31:58 a. m.;3;NA
PRE;E12;Gato;22/08/2018 13:28;22/08/2018;1:28:48 p. m.;3;NA
PRE;E12;Gato;22/08/2018 15:18;22/08/2018;3:18:26 p. m.;3;NA
PRE;E12;Gato;22/08/2018 15:37;22/08/2018;3:37:30 p. m.;3;NA
PRE;E12;Gato;23/08/2018 0:07;23/08/2018;12:07:55 a. m.;3;NA
PRE;E12;Gato;23/08/2018 8:37;23/08/2018;8:37:26 a. m.;3;NA
PRE;E12;Gato;23/08/2018 12:33;23/08/2018;12:33:54 p. m.;3;NA
PRE;E12;Gato;23/08/2018 17:18;23/08/2018;5:18:50 p. m.;3;NA
PRE;E12;Gato;23/08/2018 17:41;23/08/2018;5:41:22 p. m.;3;NA
PRE;E12;Gato;23/08/2018 18:23;23/08/2018;6:23:27 p. m.;3;NA
PRE;E12;Gato;23/08/2018 19:37;23/08/2018;7:37:55 p. m.;3;NA
PRE;E12;Gato;23/08/2018 19:49;23/08/2018;7:49:08 p. m.;3;NA
PRE;E12;Gato;23/08/2018 23:21;23/08/2018;11:21:00 p. m.;3;NA
PRE;E12;Gato;24/08/2018 1:42;24/08/2018;1:42:57 a. m.;3;NA
PRE;E12;Gato;24/08/2018 13:56;24/08/2018;1:56:33 p. m.;3;NA
PRE;E12;Gato;24/08/2018 19:24;24/08/2018;7:24:20 p. m.;6;NA
PRE;E13;Ave;28/08/2018 9:23;28/08/2018;9:23:11 a. m.;3;NA
PRE;E14;Gato;27/08/2018 14:55;27/08/2018;2:55:37 p. m.;3;NA
PRE;E14;Gato;27/08/2018 15:04;27/08/2018;3:04:06 p. m.;3;NA
PRE;E14;Gato;27/08/2018 17:15;27/08/2018;5:15:05 p. m.;2;NA
PRE;E14;Gato;28/08/2018 0:52;28/08/2018;12:52:23 a. m.;3;NA
PRE;E14;Gato;28/08/2018 8:37;28/08/2018;8:37:08 a. m.;3;NA
PRE;E14;Gato;28/08/2018 9:08;28/08/2018;9:08:14 a. m.;3;2
PRE;E14;Gato;28/08/2018 18:01;28/08/2018;6:01:03 p. m.;3;NA
PRE;E14;Gato;28/08/2018 19:31;28/08/2018;7:31:20 p. m.;3;NA
PRE;E14;Gato;29/08/2018 12:37;29/08/2018;12:37:19 p. m.;3;NA
PRE;E14;Gato;29/08/2018 14:10;29/08/2018;2:10:58 p. m.;3;NA
PRE;E14;Gato;29/08/2018 16:49;29/08/2018;4:49:45 p. m.;3;NA
PRE;E14;Gato;29/08/2018 17:48;29/08/2018;5:48:19 p. m.;3;NA
PRE;E14;Gato;30/08/2018 1:33;30/08/2018;1:33:38 a. m.;3;NA
PRE;E14;Gato;30/08/2018 21:09;30/08/2018;9:09:05 p. m.;3;NA
PRE;E14;Gato;30/08/2018 23:46;30/08/2018;11:46:10 p. m.;3;NA
PRE;E14;Gato;31/08/2018 3:21;31/08/2018;3:21:23 a. m.;3;NA
PRE;E14;Gato;31/08/2018 19:39;31/08/2018;7:39:10 p. m.;3;2
PRE;E14;Gato;01/09/2018 0:15;01/09/2018;12:15:03 a. m.;3;NA
PRE;E14;Gato;01/09/2018 0:53;01/09/2018;12:53:40 a. m.;3;NA
PRE;E15;Gato;21/08/2018 19:53;21/08/2018;7:53:12 p. m.;2;NA
PRE;E15;Gato;24/08/2018 0:04;24/08/2018;12:04:58 a. m.;3;NA
PRE;E15;Gato;24/08/2018 23:06;24/08/2018;11:06:40 p. m.;2;NA
PRE;E16;Ave;13/08/2018 15:28;13/08/2018;3:28:47 p. m.;2;NA
PRE;E17;Coipo;25/08/2018 3:48;25/08/2018;3:48:09 a. m.;2;NA
PRE;E18;Ave;18/08/2018 7:26;18/08/2018;7:26:11 a. m.;3;NA
PRE;E19;Ave;25/08/2018 7:20;25/08/2018;7:20:02 a. m.;3;NA
PRE;E20;Gato;29/08/2018 0:59;29/08/2018;12:59:32 a. m.;3;NA
PRE;E21;Gato;18/08/2018 3:07;18/08/2018;3:07:27 a. m.;3;NA
PRE;E22;Carpincho;25/08/2018 6:25;25/08/2018;6:25:46 a. m.;3;2
PRE;E22;Gato;21/08/2018 13:21;21/08/2018;1:21:19 p. m.;3;NA
PRE;E23;Gato;22/08/2018 16:59;22/08/2018;4:59:30 p. m.;3;NA
PRE;E23;Gato;22/08/2018 21:59;22/08/2018;9:59:09 p. m.;3;NA
PRE;E23;Gato;24/08/2018 7:52;24/08/2018;7:52:57 a. m.;2;NA
PRE;E24;Ave;14/08/2018 14:01;14/08/2018;2:01:09 p. m.;3;NA
PRE;E24;Persona;15/08/2018 15:55;15/08/2018;3:55:48 p. m.;2;NA
PRE;E25;Carpincho;30/08/2018 18:58;30/08/2018;6:58:40 p. m.;12;2
PRE;E25;Carpincho;30/08/2018 19:02;30/08/2018;7:02:39 p. m.;3;2
PRE;E26;Ave;13/08/2018 18:18;13/08/2018;6:18:27 p. m.;2;NA
PRE;E27;Carpincho;25/08/2018 3:17;25/08/2018;3:17:10 a. m.;9;NA
PRE;E27;Gato;24/08/2018 9:40;24/08/2018;9:40:14 a. m.;3;NA
PRE;E27;Gato;24/08/2018 23:35;24/08/2018;11:35:14 p. m.;3;NA
PRE;E28;Ave;13/08/2018 11:30;13/08/2018;11:30:22 a. m.;3;NA
PRE;E28;Carpincho;14/08/2018 19:57;14/08/2018;7:57:41 p. m.;3;NA
PRE;E29;Ave;27/08/2018 10:25;27/08/2018;10:25:10 a. m.;3;NA
PRE;E29;Colilargo;29/08/2018 22:14;29/08/2018;10:14:04 p. m.;3;NA
PRE;E30;Gato;23/08/2018 14:49;23/08/2018;2:49:38 p. m.;3;NA
PRE;E31;Ave;05/09/2018 17:28;05/09/2018;5:28:30 p. m.;3;NA
PRE;E31;Colilargo;04/09/2018 0:55;04/09/2018;12:55:46 a. m.;2;NA
PRE;E31;Colilargo;05/09/2018 1:26;05/09/2018;1:26:56 a. m.;6;NA
PRE;E31;Colilargo;06/09/2018 22:35;06/09/2018;10:35:48 p. m.;3;NA
PRE;E31;Colilargo;06/09/2018 22:48;06/09/2018;10:48:59 p. m.;3;NA
PRE;E31;Colilargo;07/09/2018 3:53;07/09/2018;3:53:01 a. m.;3;NA
PRE;E31;Colilargo;07/09/2018 4:06;07/09/2018;4:06:50 a. m.;3;NA
PRE;E31;Colilargo;07/09/2018 21:03;07/09/2018;9:03:17 p. m.;3;NA
PRE;E32;Gato;03/09/2018 13:14;03/09/2018;1:14:37 p. m.;3;NA
PRE;E32;Gato;04/09/2018 14:31;04/09/2018;2:31:09 p. m.;3;NA
PRE;E32;Gato;05/09/2018 12:11;05/09/2018;12:11:27 p. m.;3;NA
PRE;E33;Gato;03/09/2018 11:36;03/09/2018;11:36:20 a. m.;3;NA
PRE;E33;Gato;03/09/2018 11:44;03/09/2018;11:44:04 a. m.;6;NA
PRE;E33;Gato;03/09/2018 11:53;03/09/2018;11:53:58 a. m.;6;NA
PRE;E33;Gato;03/09/2018 12:04;03/09/2018;12:04:33 p. m.;3;NA
PRE;E33;Gato;03/09/2018 12:09;03/09/2018;12:09:22 p. m.;6;NA
PRE;E33;Gato;03/09/2018 12:30;03/09/2018;12:30:31 p. m.;3;NA
PRE;E33;Gato;03/09/2018 12:40;03/09/2018;12:40:54 p. m.;3;NA
PRE;E33;Gato;03/09/2018 13:16;03/09/2018;1:16:35 p. m.;6;NA
PRE;E33;Gato;03/09/2018 13:47;03/09/2018;1:47:29 p. m.;3;NA
PRE;E33;Gato;03/09/2018 14:25;03/09/2018;2:25:05 p. m.;3;NA
PRE;E33;Gato;03/09/2018 15:28;03/09/2018;3:28:51 p. m.;3;2
PRE;E33;Gato;03/09/2018 15:50;03/09/2018;3:50:29 p. m.;2;2
PRE;E33;Gato;03/09/2018 17:38;03/09/2018;5:38:21 p. m.;3;NA
PRE;E33;Gato;03/09/2018 18:15;03/09/2018;6:15:04 p. m.;2;2
PRE;E33;Gato;03/09/2018 18:24;03/09/2018;6:24:51 p. m.;9;2
PRE;E33;Gato;03/09/2018 18:37;03/09/2018;6:37:20 p. m.;3;NA
PRE;E33;Gato;03/09/2018 18:44;03/09/2018;6:44:17 p. m.;3;2
PRE;E33;Gato;03/09/2018 18:47;03/09/2018;6:47:57 p. m.;3;NA
PRE;E33;Gato;03/09/2018 18:55;03/09/2018;6:55:55 p. m.;3;NA
PRE;E33;Gato;03/09/2018 19:09;03/09/2018;7:09:25 p. m.;3;2
PRE;E33;Gato;03/09/2018 19:11;03/09/2018;7:11:45 p. m.;6;2
PRE;E33;Gato;03/09/2018 19:44;03/09/2018;7:44:07 p. m.;3;NA
PRE;E33;Gato;03/09/2018 22:49;03/09/2018;10:49:34 p. m.;6;NA
PRE;E33;Gato;03/09/2018 23:14;03/09/2018;11:14:34 p. m.;2;NA
PRE;E33;Gato;04/09/2018 10:03;04/09/2018;10:03:32 a. m.;3;NA
PRE;E33;Gato;04/09/2018 10:06;04/09/2018;10:06:53 a. m.;3;NA
PRE;E33;Gato;04/09/2018 10:10;04/09/2018;10:10:12 a. m.;6;NA
PRE;E33;Gato;04/09/2018 10:21;04/09/2018;10:21:27 a. m.;3;NA
PRE;E33;Gato;04/09/2018 10:23;04/09/2018;10:23:29 a. m.;3;NA
PRE;E33;Gato;04/09/2018 10:35;04/09/2018;10:35:01 a. m.;5;NA
PRE;E33;Gato;04/09/2018 10:38;04/09/2018;10:38:13 a. m.;3;NA
PRE;E33;Gato;04/09/2018 10:44;04/09/2018;10:44:36 a. m.;3;NA
PRE;E33;Gato;04/09/2018 10:47;04/09/2018;10:47:44 a. m.;12;NA
PRE;E33;Gato;04/09/2018 11:01;04/09/2018;11:01:59 a. m.;3;NA
PRE;E33;Gato;04/09/2018 11:10;04/09/2018;11:10:58 a. m.;3;NA
PRE;E33;Gato;04/09/2018 11:17;04/09/2018;11:17:43 a. m.;3;3
PRE;E33;Gato;04/09/2018 11:57;04/09/2018;11:57:25 a. m.;3;NA
PRE;E33;Gato;04/09/2018 13:36;04/09/2018;1:36:44 p. m.;3;3
PRE;E33;Gato;04/09/2018 13:45;04/09/2018;1:45:57 p. m.;3;NA
PRE;E33;Gato;04/09/2018 14:36;04/09/2018;2:36:03 p. m.;9;NA
PRE;E33;Gato;04/09/2018 14:48;04/09/2018;2:48:46 p. m.;3;NA
PRE;E33;Gato;04/09/2018 15:12;04/09/2018;3:12:36 p. m.;6;NA
PRE;E33;Gato;04/09/2018 17:07;04/09/2018;5:07:53 p. m.;2;NA
PRE;E33;Gato;04/09/2018 17:13;04/09/2018;5:13:22 p. m.;3;2
PRE;E33;Gato;04/09/2018 17:28;04/09/2018;5:28:17 p. m.;2;NA
PRE;E33;Gato;04/09/2018 17:41;04/09/2018;5:41:47 p. m.;3;NA
PRE;E33;Gato;04/09/2018 17:51;04/09/2018;5:51:59 p. m.;3;NA
PRE;E33;Gato;04/09/2018 18:03;04/09/2018;6:03:10 p. m.;12;NA
PRE;E33;Gato;04/09/2018 18:08;04/09/2018;6:08:33 p. m.;3;2
PRE;E33;Gato;04/09/2018 19:48;04/09/2018;7:48:12 p. m.;3;NA
PRE;E33;Gato;04/09/2018 22:16;04/09/2018;10:16:22 p. m.;3;NA
PRE;E33;Gato;04/09/2018 23:00;04/09/2018;11:00:14 p. m.;3;NA
PRE;E33;Gato;05/09/2018 7:20;05/09/2018;7:20:44 a. m.;6;NA
PRE;E33;Gato;05/09/2018 9:41;05/09/2018;9:41:41 a. m.;3;NA
PRE;E33;Gato;05/09/2018 10:38;05/09/2018;10:38:06 a. m.;3;NA
PRE;E33;Gato;05/09/2018 10:55;05/09/2018;10:55:24 a. m.;3;NA
PRE;E33;Gato;05/09/2018 10:58;05/09/2018;10:58:10 a. m.;3;NA
PRE;E33;Gato;05/09/2018 11:03;05/09/2018;11:03:19 a. m.;3;NA
PRE;E33;Gato;05/09/2018 11:16;05/09/2018;11:16:03 a. m.;3;NA
PRE;E33;Gato;05/09/2018 11:55;05/09/2018;11:55:07 a. m.;3;NA
PRE;E33;Gato;05/09/2018 13:57;05/09/2018;1:57:02 p. m.;3;2
PRE;E33;Gato;05/09/2018 14:10;05/09/2018;2:10:18 p. m.;3;NA
PRE;E33;Gato;05/09/2018 14:25;05/09/2018;2:25:15 p. m.;3;NA
PRE;E33;Gato;05/09/2018 14:30;05/09/2018;2:30:08 p. m.;6;2
PRE;E33;Gato;05/09/2018 17:04;05/09/2018;5:04:13 p. m.;3;NA
PRE;E33;Gato;05/09/2018 17:54;05/09/2018;5:54:54 p. m.;3;3
PRE;E33;Gato;05/09/2018 17:56;05/09/2018;5:56:56 p. m.;3;NA
PRE;E33;Gato;05/09/2018 18:05;05/09/2018;6:05:52 p. m.;9;3
PRE;E33;Gato;06/09/2018 9:23;06/09/2018;9:23:00 a. m.;3;NA
PRE;E33;Gato;06/09/2018 10:05;06/09/2018;10:05:45 a. m.;3;NA
PRE;E33;Gato;06/09/2018 10:13;06/09/2018;10:13:59 a. m.;5;NA
PRE;E33;Gato;06/09/2018 10:30;06/09/2018;10:30:13 a. m.;9;NA
PRE;E33;Gato;06/09/2018 10:35;06/09/2018;10:35:43 a. m.;3;NA
PRE;E33;Gato;06/09/2018 10:39;06/09/2018;10:39:29 a. m.;6;2
PRE;E33;Gato;06/09/2018 10:49;06/09/2018;10:49:56 a. m.;3;NA
PRE;E33;Gato;06/09/2018 10:54;06/09/2018;10:54:32 a. m.;9;2
PRE;E33;Gato;06/09/2018 11:08;06/09/2018;11:08:49 a. m.;9;NA
PRE;E33;Gato;06/09/2018 11:14;06/09/2018;11:14:49 a. m.;3;NA
PRE;E33;Gato;06/09/2018 11:17;06/09/2018;11:17:23 a. m.;8;NA
PRE;E33;Gato;06/09/2018 11:29;06/09/2018;11:29:23 a. m.;3;NA
PRE;E33;Gato;06/09/2018 11:34;06/09/2018;11:34:23 a. m.;3;NA
PRE;E33;Gato;06/09/2018 13:29;06/09/2018;1:29:32 p. m.;3;NA
PRE;E33;Gato;06/09/2018 14:08;06/09/2018;2:08:10 p. m.;3;NA
PRE;E33;Gato;06/09/2018 14:52;06/09/2018;2:52:23 p. m.;3;NA
PRE;E33;Gato;06/09/2018 14:55;06/09/2018;2:55:18 p. m.;3;NA
PRE;E33;Gato;06/09/2018 14:57;06/09/2018;2:57:26 p. m.;3;NA
PRE;E33;Gato;06/09/2018 15:27;06/09/2018;3:27:57 p. m.;3;NA
PRE;E33;Gato;06/09/2018 16:28;06/09/2018;4:28:08 p. m.;9;NA
PRE;E33;Gato;06/09/2018 16:38;06/09/2018;4:38:26 p. m.;3;NA
PRE;E33;Gato;06/09/2018 18:45;06/09/2018;6:45:48 p. m.;3;6
PRE;E33;Gato;07/09/2018 7:48;07/09/2018;7:48:35 a. m.;3;NA
PRE;E33;Gato;07/09/2018 7:52;07/09/2018;7:52:03 a. m.;9;NA
PRE;E33;Gato;07/09/2018 10:01;07/09/2018;10:01:21 a. m.;3;NA
PRE;E33;Gato;07/09/2018 10:23;07/09/2018;10:23:53 a. m.;3;NA
PRE;E33;Gato;07/09/2018 10:48;07/09/2018;10:48:55 a. m.;3;NA
PRE;E33;Gato;07/09/2018 12:11;07/09/2018;12:11:23 p. m.;3;NA
PRE;E33;Gato;07/09/2018 12:29;07/09/2018;12:29:42 p. m.;3;NA
PRE;E33;Gato;07/09/2018 12:46;07/09/2018;12:46:23 p. m.;3;NA
PRE;E33;Gato;07/09/2018 19:08;07/09/2018;7:08:41 p. m.;12;NA
PRE;E33;Gato;08/09/2018 5:19;08/09/2018;5:19:03 a. m.;3;NA
PRE;E33;Gato;08/09/2018 8:35;08/09/2018;8:35:34 a. m.;3;NA
PRE;E33;Gato;08/09/2018 8:55;08/09/2018;8:55:22 a. m.;3;NA
PRE;E33;Perro;05/09/2018 12:43;05/09/2018;12:43:22 p. m.;3;NA
PRE;E34;Gato;03/09/2018 11:04;03/09/2018;11:04:20 a. m.;3;NA
PRE;E34;Gato;03/09/2018 11:15;03/09/2018;11:15:37 a. m.;3;NA
PRE;E34;Gato;03/09/2018 12:27;03/09/2018;12:27:04 p. m.;3;NA
PRE;E34;Gato;03/09/2018 15:40;03/09/2018;3:40:07 p. m.;3;NA
PRE;E34;Gato;03/09/2018 15:45;03/09/2018;3:45:11 p. m.;2;NA
PRE;E34;Gato;03/09/2018 16:08;03/09/2018;4:08:36 p. m.;3;2
PRE;E34;Gato;03/09/2018 16:52;03/09/2018;4:52:31 p. m.;3;NA
PRE;E34;Gato;03/09/2018 17:52;03/09/2018;5:52:26 p. m.;3;NA
PRE;E34;Gato;03/09/2018 19:15;03/09/2018;7:15:16 p. m.;3;NA
PRE;E34;Gato;04/09/2018 6:36;04/09/2018;6:36:00 a. m.;3;NA
PRE;E34;Gato;04/09/2018 9:32;04/09/2018;9:32:50 a. m.;3;NA
PRE;E34;Gato;04/09/2018 13:21;04/09/2018;1:21:38 p. m.;3;NA
PRE;E34;Gato;04/09/2018 13:34;04/09/2018;1:34:26 p. m.;3;NA
PRE;E34;Gato;04/09/2018 13:50;04/09/2018;1:50:15 p. m.;3;NA
PRE;E34;Gato;04/09/2018 14:47;04/09/2018;2:47:34 p. m.;9;NA
PRE;E34;Gato;04/09/2018 14:56;04/09/2018;2:56:32 p. m.;3;NA
PRE;E34;Gato;04/09/2018 15:38;04/09/2018;3:38:55 p. m.;3;NA
PRE;E34;Gato;04/09/2018 16:07;04/09/2018;4:07:12 p. m.;3;NA
PRE;E34;Gato;04/09/2018 16:11;04/09/2018;4:11:50 p. m.;3;NA
PRE;E34;Gato;04/09/2018 16:33;04/09/2018;4:33:31 p. m.;3;NA
PRE;E34;Gato;04/09/2018 17:02;04/09/2018;5:02:12 p. m.;3;NA
PRE;E34;Gato;04/09/2018 17:21;04/09/2018;5:21:35 p. m.;3;NA
PRE;E34;Gato;04/09/2018 18:29;04/09/2018;6:29:23 p. m.;3;NA
PRE;E34;Gato;04/09/2018 18:54;04/09/2018;6:54:40 p. m.;3;NA
PRE;E34;Gato;05/09/2018 5:15;05/09/2018;5:15:27 a. m.;3;NA
PRE;E34;Gato;05/09/2018 5:29;05/09/2018;5:29:01 a. m.;2;NA
PRE;E34;Gato;05/09/2018 7:00;05/09/2018;7:00:14 a. m.;3;NA
