Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_Observador_gato;metadata_SP;n_images;metadata_Grupo;metadata_ID_gato;metadata_NegroINSUFICIENTE;HierarchicalSubject
675;E33;E33;Gato;6216342;384334;14/09/2019 12:33;14/09/2019;12:33:56 p. m.;3590;598;1;0;CamarasIMG19/E33;09140502.JPG;Ian;Gato;7;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
676;E33;E33;Gato;6216342;384334;14/09/2019 12:46;14/09/2019;12:46:14 p. m.;612;102;2;0;CamarasIMG19/E33;09140511.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
677;E33;E33;Gato;6216342;384334;14/09/2019 12:55;14/09/2019;12:55:55 p. m.;570;95;2;0;CamarasIMG19/E33;09140517.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
678;E33;E33;Gato;6216342;384334;14/09/2019 13:07;14/09/2019;1:07:34 p. m.;697;116;2;0;CamarasIMG19/E33;09140520.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
679;E33;E33;Gato;6216342;384334;14/09/2019 13:13;14/09/2019;1:13:38 p. m.;263;44;1;0;CamarasIMG19/E33;09140526.JPG;Ian;Gato;7;NA;NA;NA;SP|Gato, Observador_gato|Ian
680;E33;E33;Gato;6216342;384334;14/09/2019 13:16;14/09/2019;1:16:39 p. m.;143;24;0;0;CamarasIMG19/E33;09140535.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
681;E33;E33;Gato;6216342;384334;14/09/2019 13:20;14/09/2019;1:20:56 p. m.;203;34;1;0;CamarasIMG19/E33;09140541.JPG;Ian;Gato;3;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, Observador_gato|Ian
682;E33;E33;Gato;6216342;384334;14/09/2019 13:23;14/09/2019;1:23:55 p. m.;177;3;0;0;CamarasIMG19/E33;09140544.JPG;Ian;Gato;10;NA;NA;NA;SP|Gato, Observador_gato|Ian
683;E33;E33;Gato;6216342;384334;14/09/2019 13:31;14/09/2019;1:31:28 p. m.;300;5;1;0;CamarasIMG19/E33;09140565.JPG;Ian;Gato;21;NA;NA;NA;SP|Gato, Observador_gato|Ian
684;E33;E33;Gato;6216342;384334;14/09/2019 13:41;14/09/2019;1:41:44 p. m.;438;73;1;0;CamarasIMG19/E33;09140586.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
685;E33;E33;Gato;6216342;384334;14/09/2019 13:45;14/09/2019;1:45:19 p. m.;214;36;1;0;CamarasIMG19/E33;09140589.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
686;E33;E33;Gato;6216342;384334;14/09/2019 13:51;14/09/2019;1:51:55 p. m.;394;66;1;0;CamarasIMG19/E33;09140595.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
687;E33;E33;Gato;6216342;384334;14/09/2019 13:58;14/09/2019;1:58:54 p. m.;417;7;1;0;CamarasIMG19/E33;09140598.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
688;E33;E33;Gato;6216342;384334;14/09/2019 14:02;14/09/2019;2:02:05 p. m.;189;31;1;0;CamarasIMG19/E33;09140601.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
689;E33;E33;Gato;6216342;384334;14/09/2019 14:20;14/09/2019;2:20:49 p. m.;1122;187;3;0;CamarasIMG19/E33;09140610.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
690;E33;E33;Gato;6216342;384334;14/09/2019 14:25;14/09/2019;2:25:09 p. m.;258;43;1;0;CamarasIMG19/E33;09140616.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
691;E33;E33;Gato;6216342;384334;14/09/2019 14:33;14/09/2019;2:33:29 p. m.;362;6;1;0;CamarasIMG19/E33;09140625.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
692;E33;E33;Gato;6216342;384334;14/09/2019 14:48;14/09/2019;2:48:03 p. m.;873;146;2;0;CamarasIMG19/E33;09140628.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
693;E33;E33;Gato;6216342;384334;14/09/2019 15:01;14/09/2019;3:01:46 p. m.;821;137;2;0;CamarasIMG19/E33;09140634.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
694;E33;E33;Gato;6216342;384334;14/09/2019 15:41;14/09/2019;3:41:27 p. m.;2379;396;7;0;CamarasIMG19/E33;09140664.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
695;E33;E33;Gato;6216342;384334;14/09/2019 15:49;14/09/2019;3:49:53 p. m.;504;84;1;0;CamarasIMG19/E33;09140667.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
696;E33;E33;Gato;6216342;384334;14/09/2019 16:01;14/09/2019;4:01:58 p. m.;602;10;2;0;CamarasIMG19/E33;09140676.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
697;E33;E33;Gato;6216342;384334;14/09/2019 16:26;14/09/2019;4:26:30 p. m.;1470;245;4;0;CamarasIMG19/E33;09140679.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
698;E33;E33;Gato;6216342;384334;14/09/2019 16:42;14/09/2019;4:42:09 p. m.;818;136;2;0;CamarasIMG19/E33;09140685.JPG;Ian;Gato;3;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, Observador_gato|Ian
699;E33;E33;Gato;6216342;384334;14/09/2019 16:59;14/09/2019;4:59:51 p. m.;1060;177;3;0;CamarasIMG19/E33;09140697.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
700;E33;E33;Gato;6216342;384334;14/09/2019 17:21;14/09/2019;5:21:09 p. m.;1211;202;3;0;CamarasIMG19/E33;09140709.JPG;Ian;Gato;3;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, Observador_gato|Ian
701;E33;E33;Gato;6216342;384334;14/09/2019 17:23;14/09/2019;5:23:43 p. m.;152;25;0;0;CamarasIMG19/E33;09140712.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
702;E33;E33;Gato;6216342;384334;14/09/2019 17:29;14/09/2019;5:29:45 p. m.;360;6;1;0;CamarasIMG19/E33;09140715.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
703;E33;E33;Gato;6216342;384334;14/09/2019 17:43;14/09/2019;5:43:39 p. m.;832;139;2;0;CamarasIMG19/E33;09140718.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
704;E33;E33;Gato;6216342;384334;14/09/2019 18:00;14/09/2019;6:00:57 p. m.;1036;173;3;0;CamarasIMG19/E33;09140727.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
705;E33;E33;Gato;6216342;384334;14/09/2019 18:13;14/09/2019;6:13:00 p. m.;721;12;2;0;CamarasIMG19/E33;09140730.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
706;E33;E33;Gato;6216342;384334;14/09/2019 18:18;14/09/2019;6:18:51 p. m.;349;58;1;0;CamarasIMG19/E33;09140733.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
707;E33;E33;Gato;6216342;384334;14/09/2019 18:25;14/09/2019;6:25:22 p. m.;390;65;1;0;CamarasIMG19/E33;09140736.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
708;E33;E33;Gato;6216342;384334;14/09/2019 18:31;14/09/2019;6:31:08 p. m.;344;57;1;0;CamarasIMG19/E33;09140739.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
709;E33;E33;Gato;6216342;384334;14/09/2019 18:39;14/09/2019;6:39:20 p. m.;415;69;1;0;CamarasIMG19/E33;09140745.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
710;E33;E33;Gato;6216342;384334;14/09/2019 18:44;14/09/2019;6:44:40 p. m.;318;53;1;0;CamarasIMG19/E33;09140748.JPG;Ian;Gato;15;NA;NA;NA;SP|Gato, Observador_gato|Ian
711;E33;E33;Gato;6216342;384334;14/09/2019 18:50;14/09/2019;6:50:43 p. m.;153;25;0;0;CamarasIMG19/E33;09140766.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
712;E33;E33;Gato;6216342;384334;14/09/2019 18:52;14/09/2019;6:52:45 p. m.;120;2;0;0;CamarasIMG19/E33;09140769.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
713;E33;E33;Gato;6216342;384334;14/09/2019 18:56;14/09/2019;6:56:40 p. m.;233;39;1;0;CamarasIMG19/E33;09140772.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
714;E33;E33;Gato;6216342;384334;14/09/2019 19:00;14/09/2019;7:00:28 p. m.;206;34;1;0;CamarasIMG19/E33;09140778.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
715;E33;E33;Gato;6216342;384334;14/09/2019 19:07;14/09/2019;7:07:17 p. m.;407;68;1;0;CamarasIMG19/E33;09140781.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
716;E33;E33;Gato;6216342;384334;14/09/2019 19:12;14/09/2019;7:12:20 p. m.;191;32;1;0;CamarasIMG19/E33;09140787.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
717;E33;E33;Gato;6216342;384334;14/09/2019 19:14;14/09/2019;7:14:52 p. m.;132;22;0;0;CamarasIMG19/E33;09140793.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
718;E33;E33;Gato;6216342;384334;14/09/2019 19:19;14/09/2019;7:19:55 p. m.;291;48;1;0;CamarasIMG19/E33;09140799.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
719;E33;E33;Gato;6216342;384334;14/09/2019 19:32;14/09/2019;7:32:21 p. m.;645;108;2;0;CamarasIMG19/E33;09140805.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
720;E33;E33;Gato;6216342;384334;14/09/2019 19:34;14/09/2019;7:34:35 p. m.;133;22;0;0;CamarasIMG19/E33;09140808.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
721;E33;E33;Gato;6216342;384334;14/09/2019 19:36;14/09/2019;7:36:39 p. m.;122;2;0;0;CamarasIMG19/E33;09140811.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
722;E33;E33;Gato;6216342;384334;14/09/2019 19:41;14/09/2019;7:41:32 p. m.;291;48;1;0;CamarasIMG19/E33;09140814.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
723;E33;E33;Gato;6216342;384334;14/09/2019 19:45;14/09/2019;7:45:20 p. m.;193;32;1;0;CamarasIMG19/E33;09140823.JPG;Ian;Gato;6;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
724;E33;E33;Gato;6216342;384334;14/09/2019 19:50;14/09/2019;7:50:39 p. m.;275;46;1;0;CamarasIMG19/E33;09140829.JPG;Ian;Gato;7;NA;NA;NA;SP|Gato, Observador_gato|Ian
725;E33;E33;Gato;6216342;384334;14/09/2019 19:54;14/09/2019;7:54:20 p. m.;147;25;0;0;CamarasIMG19/E33;09140841.JPG;Ian;Gato;15;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
726;E33;E33;Gato;6216342;384334;14/09/2019 20:08;14/09/2019;8:08:53 p. m.;667;111;2;0;CamarasIMG19/E33;09140859.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
727;E33;E33;Gato;6216342;384334;14/09/2019 20:11;14/09/2019;8:11:05 p. m.;131;22;0;0;CamarasIMG19/E33;09140862.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
728;E33;E33;Gato;6216342;384334;14/09/2019 20:13;14/09/2019;8:13:49 p. m.;162;27;0;0;CamarasIMG19/E33;09140865.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
729;E33;E33;Gato;6216342;384334;14/09/2019 20:16;14/09/2019;8:16:46 p. m.;143;24;0;0;CamarasIMG19/E33;09140871.JPG;Ian;Gato;6;NA;asilvestrado conocido;NA;SP|Gato, ID_gato|asilvestrado conocido, Observador_gato|Ian
730;E33;E33;Gato;6216342;384334;14/09/2019 20:19;14/09/2019;8:19:25 p. m.;132;22;0;0;CamarasIMG19/E33;09140877.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
731;E33;E33;Gato;6216342;384334;14/09/2019 20:21;14/09/2019;8:21:32 p. m.;126;21;0;0;CamarasIMG19/E33;09140880.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
732;E33;E33;Gato;6216342;384334;14/09/2019 20:27;14/09/2019;8:27:52 p. m.;378;63;1;0;CamarasIMG19/E33;09140883.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
733;E33;E33;Gato;6216342;384334;14/09/2019 20:41;14/09/2019;8:41:09 p. m.;795;132;2;0;CamarasIMG19/E33;09140889.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
734;E33;E33;Gato;6216342;384334;14/09/2019 20:44;14/09/2019;8:44:09 p. m.;178;3;0;0;CamarasIMG19/E33;09140895.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
735;E33;E33;Gato;6216342;384334;14/09/2019 20:48;14/09/2019;8:48:18 p. m.;217;36;1;0;CamarasIMG19/E33;09140901.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
736;E33;E33;Gato;6216342;384334;14/09/2019 20:51;14/09/2019;8:51:41 p. m.;201;34;1;0;CamarasIMG19/E33;09140904.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
737;E33;E33;Gato;6216342;384334;14/09/2019 20:55;14/09/2019;8:55:06 p. m.;203;34;1;0;CamarasIMG19/E33;09140907.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
738;E33;E33;Gato;6216342;384334;14/09/2019 21:08;14/09/2019;9:08:15 p. m.;787;131;2;0;CamarasIMG19/E33;09140910.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
739;E33;E33;Gato;6216342;384334;14/09/2019 21:10;14/09/2019;9:10:39 p. m.;126;21;0;0;CamarasIMG19/E33;09140916.JPG;Ian;Gato;16;NA;NA;NA;SP|Gato, Observador_gato|Ian
740;E33;E33;Gato;6216342;384334;14/09/2019 21:23;14/09/2019;9:23:07 p. m.;569;95;2;0;CamarasIMG19/E33;09140934.JPG;Ian;Gato;9;NA;NA;NA;SP|Gato, Observador_gato|Ian
741;E33;E33;Gato;6216342;384334;14/09/2019 21:27;14/09/2019;9:27:55 p. m.;199;33;1;0;CamarasIMG19/E33;09140943.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
742;E33;E33;Gato;6216342;384334;14/09/2019 21:31;14/09/2019;9:31:53 p. m.;236;39;1;0;CamarasIMG19/E33;09140946.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
743;E33;E33;Gato;6216342;384334;14/09/2019 21:34;14/09/2019;9:34:44 p. m.;169;28;0;0;CamarasIMG19/E33;09140949.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
744;E33;E33;Gato;6216342;384334;14/09/2019 21:37;14/09/2019;9:37:56 p. m.;157;26;0;0;CamarasIMG19/E33;09140955.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
745;E33;E33;Gato;6216342;384334;14/09/2019 21:41;14/09/2019;9:41:32 p. m.;131;22;0;0;CamarasIMG19/E33;09140961.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
746;E33;E33;Gato;6216342;384334;14/09/2019 21:59;14/09/2019;9:59:28 p. m.;1074;179;3;0;CamarasIMG19/E33;09140964.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
747;E33;E33;Gato;6216342;384334;14/09/2019 22:04;14/09/2019;10:04:12 p. m.;211;35;1;0;CamarasIMG19/E33;09140970.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
748;E33;E33;Gato;6216342;384334;14/09/2019 22:09;14/09/2019;10:09:53 p. m.;339;57;1;0;CamarasIMG19/E33;09140973.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
749;E33;E33;Gato;6216342;384334;14/09/2019 22:13;14/09/2019;10:13:09 p. m.;194;32;1;0;CamarasIMG19/E33;09140976.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
750;E33;E33;Gato;6216342;384334;14/09/2019 22:27;14/09/2019;10:27:06 p. m.;835;139;2;0;CamarasIMG19/E33;09140988.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
751;E33;E33;Gato;6216342;384334;14/09/2019 22:29;14/09/2019;10:29:27 p. m.;140;23;0;0;CamarasIMG19/E33;09140991.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
752;E33;E33;Gato;6216342;384334;14/09/2019 22:36;14/09/2019;10:36:32 p. m.;423;7;1;0;CamarasIMG19/E33;09140994.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
753;E33;E33;Gato;6216342;384334;14/09/2019 22:39;14/09/2019;10:39:00 p. m.;133;22;0;0;CamarasIMG19/E33;09140001.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
754;E33;E33;Gato;6216342;384334;14/09/2019 22:41;14/09/2019;10:41:28 p. m.;147;25;0;0;CamarasIMG19/E33;09140004.JPG;Ian;Gato;11;NA;NA;NA;SP|Gato, Observador_gato|Ian
755;E33;E33;Gato;6216342;384334;14/09/2019 22:53;14/09/2019;10:53:38 p. m.;493;82;1;0;CamarasIMG19/E33;09140016.JPG;Ian;Gato;7;NA;NA;NA;SP|Gato, Observador_gato|Ian
756;E33;E33;Gato;6216342;384334;14/09/2019 22:58;14/09/2019;10:58:57 p. m.;218;36;1;0;CamarasIMG19/E33;09140025.JPG;Ian;Gato;7;NA;NA;NA;SP|Gato, Observador_gato|Ian
757;E33;E33;Gato;6216342;384334;14/09/2019 23:02;14/09/2019;11:02:08 p. m.;121;2;0;0;CamarasIMG19/E33;09140034.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
758;E33;E33;Gato;6216342;384334;14/09/2019 23:20;14/09/2019;11:20:17 p. m.;1012;169;3;0;CamarasIMG19/E33;09140040.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
759;E33;E33;Gato;6216342;384334;14/09/2019 23:24;14/09/2019;11:24:10 p. m.;161;27;0;0;CamarasIMG19/E33;09140046.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
760;E33;E33;Gato;6216342;384334;14/09/2019 23:34;14/09/2019;11:34:40 p. m.;629;105;2;0;CamarasIMG19/E33;09140049.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
761;E33;E33;Gato;6216342;384334;14/09/2019 23:42;14/09/2019;11:42:01 p. m.;439;73;1;0;CamarasIMG19/E33;09140052.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
762;E33;E33;Gato;6216342;384334;14/09/2019 23:50;14/09/2019;11:50:04 p. m.;481;8;1;0;CamarasIMG19/E33;09140055.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
763;E33;E33;Gato;6216342;384334;15/09/2019 0:01;15/09/2019;12:01:29 a. m.;684;114;2;0;CamarasIMG19/E33;09150058.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
764;E33;E33;Gato;6216342;384334;15/09/2019 0:05;15/09/2019;12:05:06 a. m.;215;36;1;0;CamarasIMG19/E33;09150061.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
765;E33;E33;Gato;6216342;384334;15/09/2019 0:07;15/09/2019;12:07:31 a. m.;144;24;0;0;CamarasIMG19/E33;09150064.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
766;E33;E33;Gato;6216342;384334;15/09/2019 0:11;15/09/2019;12:11:26 a. m.;233;39;1;0;CamarasIMG19/E33;09150067.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
767;E33;E33;Gato;6216342;384334;15/09/2019 0:17;15/09/2019;12:17:26 a. m.;358;6;1;0;CamarasIMG19/E33;09150070.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
768;E33;E33;Gato;6216342;384334;15/09/2019 0:20;15/09/2019;12:20:39 a. m.;191;32;1;0;CamarasIMG19/E33;09150073.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
769;E33;E33;Gato;6216342;384334;15/09/2019 0:23;15/09/2019;12:23:35 a. m.;174;29;0;0;CamarasIMG19/E33;09150076.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
770;E33;E33;Gato;6216342;384334;15/09/2019 0:37;15/09/2019;12:37:43 a. m.;846;141;2;0;CamarasIMG19/E33;09150079.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
771;E33;E33;Gato;6216342;384334;15/09/2019 0:54;15/09/2019;12:54:15 a. m.;991;165;3;0;CamarasIMG19/E33;09150082.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
772;E33;E33;Gato;6216342;384334;15/09/2019 1:47;15/09/2019;1:47:37 a. m.;3201;534;9;0;CamarasIMG19/E33;09150085.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
773;E33;E33;Gato;6216342;384334;15/09/2019 1:55;15/09/2019;1:55:22 a. m.;463;77;1;0;CamarasIMG19/E33;09150088.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
774;E33;E33;Gato;6216342;384334;15/09/2019 1:59;15/09/2019;1:59:46 a. m.;263;44;1;0;CamarasIMG19/E33;09150091.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
775;E33;E33;Gato;6216342;384334;15/09/2019 2:52;15/09/2019;2:52:09 a. m.;3142;524;9;0;CamarasIMG19/E33;09150094.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
776;E33;E33;Gato;6216342;384334;15/09/2019 3:04;15/09/2019;3:04:27 a. m.;737;123;2;0;CamarasIMG19/E33;09150097.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
777;E33;E33;Gato;6216342;384334;15/09/2019 3:19;15/09/2019;3:19:42 a. m.;913;152;3;0;CamarasIMG19/E33;09150100.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
778;E33;E33;Gato;6216342;384334;15/09/2019 4:05;15/09/2019;4:05:57 a. m.;2773;462;8;0;CamarasIMG19/E33;09150103.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
779;E33;E33;Gato;6216342;384334;15/09/2019 8:10;15/09/2019;8:10:35 a. m.;14642;244;41;2;CamarasIMG19/E33;09150127.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
780;E33;E33;Gato;6216342;384334;15/09/2019 8:50;15/09/2019;8:50:22 a. m.;2386;398;7;0;CamarasIMG19/E33;09150130.JPG;Ian;Gato;8;NA;NA;NA;SP|Gato, Observador_gato|Ian
781;E33;E33;Gato;6216342;384334;15/09/2019 8:53;15/09/2019;8:53:26 a. m.;163;27;0;0;CamarasIMG19/E33;09150142.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
782;E33;E33;Gato;6216342;384334;15/09/2019 9:06;15/09/2019;9:06:15 a. m.;768;128;2;0;CamarasIMG19/E33;09150148.JPG;Ian;Gato;4;NA;NA;NA;SP|Gato, Observador_gato|Ian
783;E33;E33;Perro;6216342;384334;10/09/2019 10:54;10/09/2019;10:54:00 a. m.;0;0;0;0;CamarasIMG19/E33;09100088.JPG;Ian;Perro_&_Gato;2;NA;NA;NA;SP|Perro, SP|Gato, Observador_gato|Ian
784;E33;E33;Perro;6216342;384334;10/09/2019 17:56;10/09/2019;5:56:49 p. m.;25368;4228;7;3;CamarasIMG19/E33;09100499.JPG;Ian;Perro_&_Gato;3;4;NA;NA;SP|Perro, SP|Gato, Grupo|4, Observador_gato|Ian
785;E33;E33;Perro;6216342;384334;11/09/2019 13:38;11/09/2019;1:38:36 p. m.;70905;11818;197;8;CamarasIMG19/E33;09110331.JPG;Ian;Perro;3;NA;NA;NA;SP|Perro, Observador_gato|Ian
786;E33;E33;Perro;6216342;384334;11/09/2019 13:41;11/09/2019;1:41:38 p. m.;180;3;0;0;CamarasIMG19/E33;09110334.JPG;Ian;Perro;3;2;NA;NA;SP|Perro, Grupo|2, Observador_gato|Ian
787;E33;E33;Perro;6216342;384334;11/09/2019 17:39;11/09/2019;5:39:29 p. m.;14269;2378;4;2;CamarasIMG19/E33;09110592.JPG;NA;Perro;8;NA;NA;NA;SP|Perro
788;E33;E33;Perro;6216342;384334;13/09/2019 15:49;13/09/2019;3:49:58 p. m.;166128;27688;461;19;CamarasIMG19/E33;09130010.JPG;NA;Perro_&_Persona;2;NA;NA;NA;SP|Perro, SP|Persona
789;E33;E33;Persona;6216342;384334;10/09/2019 10:10;10/09/2019;10:10:57 a. m.;0;0;0;0;CamarasIMG19/E33;09100037.JPG;Ian;Persona_&_Gato;3;NA;con dueño;NA;Observador_gato|Ian, SP|Persona, SP|Gato, ID_gato|con dueño
790;E33;E33;Persona;6216342;384334;10/09/2019 12:45;10/09/2019;12:45:39 p. m.;9280;1547;26;1;CamarasIMG19/E33;09100232.JPG;Ian;Gato_&_Persona;3;NA;con dueño;NA;SP|Gato, ID_gato|con dueño, SP|Persona, Observador_gato|Ian
791;E33;E33;Persona;6216342;384334;10/09/2019 17:34;10/09/2019;5:34:09 p. m.;17308;2885;48;2;CamarasIMG19/E33;09100481.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
792;E33;E33;Persona;6216342;384334;10/09/2019 21:55;10/09/2019;9:55:31 p. m.;15680;2613;44;2;CamarasIMG19/E33;09100730.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
793;E33;E33;Persona;6216342;384334;11/09/2019 0:57;11/09/2019;12:57:37 a. m.;10924;1821;3;1;CamarasIMG19/E33;09110871.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
794;E33;E33;Persona;6216342;384334;11/09/2019 16:54;11/09/2019;4:54:27 p. m.;57408;9568;159;7;CamarasIMG19/E33;09110571.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
795;E33;E33;Persona;6216342;384334;11/09/2019 18:21;11/09/2019;6:21:06 p. m.;5197;866;14;1;CamarasIMG19/E33;09110628.JPG;Ian;Gato_&_Persona;3;NA;NA;NA;SP|Gato, SP|Persona, Observador_gato|Ian
