Column1;Station;Camera;Species;utm_y;utm_x;DateTimeOriginal;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days;Directory;FileName;metadata_Observador_gato;metadata_SP;n_images;metadata_Grupo;metadata_ID_gato;metadata_NegroINSUFICIENTE;HierarchicalSubject
1;E01;E01;Gato;6216066;384545;03/09/2019 8:01;03/09/2019;8:01:47 a. m.;0;0;0;0;CamarasIMG19/E01;09030016.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
2;E01;E01;Gato;6216066;384545;03/09/2019 12:08;03/09/2019;12:08:39 p. m.;14810;2468;41;2;CamarasIMG19/E01;09030022.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
3;E01;E01;Gato;6216066;384545;03/09/2019 12:11;03/09/2019;12:11:42 p. m.;181;3;0;0;CamarasIMG19/E01;09030025.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
4;E01;E01;Gato;6216066;384545;05/09/2019 10:22;05/09/2019;10:22:32 a. m.;166248;27708;462;19;CamarasIMG19/E01;09050028.JPG;Ian;Gato;2;NA;NA;NA;Observador_gato|Ian, SP|Gato
5;E02;E02;Ave;6216150;384938;20/08/2019 8:22;20/08/2019;8:22:05 a. m.;0;0;0;0;CamarasIMG19/E02;08200059.JPG;Ian;Ave;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
6;E02;E02;Gato;6216150;384938;22/08/2019 11:31;22/08/2019;11:31:34 a. m.;0;0;0;0;CamarasIMG19/E02;08220161.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
7;E03;E03;Gato;6216327;384865;26/08/2019 20:25;26/08/2019;8:25:07 p. m.;0;0;0;0;CamarasIMG19/E03;08260037.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
8;E03;E03;Gato;6216327;384865;26/08/2019 21:12;26/08/2019;9:12:30 p. m.;2841;474;8;0;CamarasIMG19/E03;08260040.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
9;E03;E03;Gato;6216327;384865;26/08/2019 21:49;26/08/2019;9:49:21 p. m.;2209;368;6;0;CamarasIMG19/E03;08260043.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
10;E03;E03;Gato;6216327;384865;26/08/2019 22:25;26/08/2019;10:25:44 p. m.;2181;364;6;0;CamarasIMG19/E03;08260046.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
11;E03;E03;Gato;6216327;384865;26/08/2019 23:50;26/08/2019;11:50:32 p. m.;5086;848;14;1;CamarasIMG19/E03;08260049.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
12;E03;E03;Gato;6216327;384865;27/08/2019 0:45;27/08/2019;12:45:42 a. m.;3309;551;9;0;CamarasIMG19/E03;08270052.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
13;E03;E03;Gato;6216327;384865;27/08/2019 8:30;27/08/2019;8:30:15 a. m.;27871;4645;77;3;CamarasIMG19/E03;08270061.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
14;E03;E03;Gato;6216327;384865;27/08/2019 14:12;27/08/2019;2:12:23 p. m.;20526;3421;57;2;CamarasIMG19/E03;08270082.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
15;E03;E03;Gato;6216327;384865;27/08/2019 18:59;27/08/2019;6:59:04 p. m.;17199;2866;48;2;CamarasIMG19/E03;08270100.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
16;E03;E03;Gato;6216327;384865;27/08/2019 21:01;27/08/2019;9:01:30 p. m.;7344;1224;2;1;CamarasIMG19/E03;08270103.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
17;E03;E03;Gato;6216327;384865;27/08/2019 21:28;27/08/2019;9:28:42 p. m.;1630;272;5;0;CamarasIMG19/E03;08270106.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
18;E03;E03;Gato;6216327;384865;28/08/2019 0:30;28/08/2019;12:30:16 a. m.;10892;1815;3;1;CamarasIMG19/E03;08280124.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
19;E03;E03;Gato;6216327;384865;28/08/2019 12:56;28/08/2019;12:56:56 p. m.;44798;7466;124;5;CamarasIMG19/E03;08280160.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
20;E03;E03;Gato;6216327;384865;28/08/2019 15:04;28/08/2019;3:04:34 p. m.;7656;1276;21;1;CamarasIMG19/E03;08280175.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
21;E03;E03;Gato;6216327;384865;28/08/2019 17:13;28/08/2019;5:13:57 p. m.;7761;1293;22;1;CamarasIMG19/E03;08280214.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
22;E03;E03;Gato;6216327;384865;28/08/2019 17:43;28/08/2019;5:43:07 p. m.;1748;291;5;0;CamarasIMG19/E03;08280217.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
23;E03;E03;Gato;6216327;384865;28/08/2019 18:21;28/08/2019;6:21:44 p. m.;2315;386;6;0;CamarasIMG19/E03;08280220.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
24;E03;E03;Gato;6216327;384865;29/08/2019 12:03;29/08/2019;12:03:02 p. m.;63677;10613;177;7;CamarasIMG19/E03;08290247.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
25;E03;E03;Gato;6216327;384865;29/08/2019 13:58;29/08/2019;1:58:02 p. m.;6898;115;19;1;CamarasIMG19/E03;08290265.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
26;E03;E03;Gato;6216327;384865;29/08/2019 15:40;29/08/2019;3:40:14 p. m.;6130;1022;17;1;CamarasIMG19/E03;08290277.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
27;E03;E03;Gato;6216327;384865;29/08/2019 21:34;29/08/2019;9:34:58 p. m.;21282;3547;59;2;CamarasIMG19/E03;08290295.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
28;E03;E03;Gato;6216327;384865;30/08/2019 6:24;30/08/2019;6:24:18 a. m.;31758;5293;88;4;CamarasIMG19/E03;08300298.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
29;E03;E03;Gato;6216327;384865;30/08/2019 13:38;30/08/2019;1:38:42 p. m.;26062;4344;72;3;CamarasIMG19/E03;08300346.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
30;E03;E03;Gato;6216327;384865;30/08/2019 16:06;30/08/2019;4:06:58 p. m.;8894;1482;25;1;CamarasIMG19/E03;08300358.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
31;E03;E03;Gato;6216327;384865;30/08/2019 18:45;30/08/2019;6:45:15 p. m.;9495;1582;26;1;CamarasIMG19/E03;08300379.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
32;E03;E03;Gato;6216327;384865;31/08/2019 6:22;31/08/2019;6:22:32 a. m.;41835;6972;116;5;CamarasIMG19/E03;08310382.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
33;E04;E04;Ave;6216487;385286;19/08/2019 10:58;19/08/2019;10:58:14 a. m.;0;0;0;0;CamarasIMG19/E04;08190084.JPG;Ian;Ave;2;NA;NA;NA;Observador_gato|Ian, SP|Ave
34;E05;E05;Gato;6216220;384664;20/08/2019 13:31;20/08/2019;1:31:28 p. m.;0;0;0;0;CamarasIMG19/E05;08200061.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
35;E05;E05;Gato;6216220;384664;20/08/2019 20:10;20/08/2019;8:10:29 p. m.;23939;399;67;3;CamarasIMG19/E05;08200070_v1.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
36;E05;E05;Gato;6216220;384664;21/08/2019 10:47;21/08/2019;10:47:57 a. m.;52646;8774;146;6;CamarasIMG19/E05;08210073.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
37;E05;E05;Gato;6216220;384664;22/08/2019 14:43;22/08/2019;2:43:57 p. m.;100558;1676;279;12;CamarasIMG19/E05;08220094.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
38;E05;E05;Gato;6216220;384664;22/08/2019 19:35;22/08/2019;7:35:32 p. m.;17493;2916;49;2;CamarasIMG19/E05;08220103.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
39;E05;E05;Gato;6216220;384664;22/08/2019 21:27;22/08/2019;9:27:42 p. m.;6728;1121;19;1;CamarasIMG19/E05;08220106.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
40;E05;E05;Gato;6216220;384664;22/08/2019 23:38;22/08/2019;11:38:26 p. m.;7842;1307;22;1;CamarasIMG19/E05;08220109.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
41;E05;E05;Gato;6216220;384664;23/08/2019 0:44;23/08/2019;12:44:42 a. m.;3974;662;11;0;CamarasIMG19/E05;08230112.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
42;E05;E05;Gato;6216220;384664;23/08/2019 14:25;23/08/2019;2:25:27 p. m.;49128;8188;136;6;CamarasIMG19/E05;08230127.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
43;E05;E05;Gato;6216220;384664;23/08/2019 14:55;23/08/2019;2:55:29 p. m.;1800;30;5;0;CamarasIMG19/E05;08230133.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
44;E05;E05;Gato;6216220;384664;23/08/2019 19:52;23/08/2019;7:52:29 p. m.;17818;297;5;2;CamarasIMG19/E05;08230151_v1.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
45;E06;E06;Gato;6216083;384746;05/09/2019 9:59;05/09/2019;9:59:32 a. m.;0;0;0;0;CamarasIMG19/E06;09050174.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
46;E06;E06;Gato;6216083;384746;05/09/2019 12:58;05/09/2019;12:58:14 p. m.;10720;1787;3;1;CamarasIMG19/E06;09050189.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
47;E06;E06;Gato;6216083;384746;06/09/2019 10:00;06/09/2019;10:00:29 a. m.;75733;12622;21;9;CamarasIMG19/E06;09060237.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
48;E07;E07;Gato;6216449;384330;26/08/2019 23:03;26/08/2019;11:03:55 p. m.;0;0;0;0;CamarasIMG19/E07;08260075.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
49;E07;E07;Gato;6216449;384330;27/08/2019 0:01;27/08/2019;12:01:27 a. m.;3450;575;1;0;CamarasIMG19/E07;08270078.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
50;E07;E07;Gato;6216449;384330;27/08/2019 3:10;27/08/2019;3:10:18 a. m.;11329;1888;31;1;CamarasIMG19/E07;08270081.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
51;E07;E07;Gato;6216449;384330;27/08/2019 12:59;27/08/2019;12:59:33 p. m.;35353;5892;98;4;CamarasIMG19/E07;08270102.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
52;E07;E07;Gato;6216449;384330;27/08/2019 13:30;27/08/2019;1:30:38 p. m.;1863;311;5;0;CamarasIMG19/E07;08270105.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
53;E07;E07;Gato;6216449;384330;27/08/2019 15:52;27/08/2019;3:52:09 p. m.;8489;1415;24;1;CamarasIMG19/E07;08270111.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
54;E07;E07;Gato;6216449;384330;27/08/2019 16:27;27/08/2019;4:27:28 p. m.;2117;353;6;0;CamarasIMG19/E07;08270114.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
55;E07;E07;Gato;6216449;384330;27/08/2019 20:20;27/08/2019;8:20:49 p. m.;13999;2333;39;2;CamarasIMG19/E07;08270117.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
56;E07;E07;Gato;6216449;384330;28/08/2019 9:47;28/08/2019;9:47:28 a. m.;48397;8066;134;6;CamarasIMG19/E07;08280120.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
57;E07;E07;Gato;6216449;384330;28/08/2019 13:16;28/08/2019;1:16:46 p. m.;12556;2093;35;1;CamarasIMG19/E07;08280123.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
58;E07;E07;Gato;6216449;384330;28/08/2019 20:25;28/08/2019;8:25:54 p. m.;25746;4291;72;3;CamarasIMG19/E07;08280153.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
59;E07;E07;Gato;6216449;384330;29/08/2019 5:34;29/08/2019;5:34:49 a. m.;32933;5489;91;4;CamarasIMG19/E07;08290156.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
60;E07;E07;Gato;6216449;384330;30/08/2019 1:51;30/08/2019;1:51:37 a. m.;73006;12168;203;8;CamarasIMG19/E07;08300177.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
61;E07;E07;Gato;6216449;384330;30/08/2019 3:13;30/08/2019;3:13:39 a. m.;4920;82;14;1;CamarasIMG19/E07;08300180.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
62;E07;E07;Gato;6216449;384330;30/08/2019 3:15;30/08/2019;3:15:43 a. m.;122;2;0;0;CamarasIMG19/E07;08300183.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
63;E07;E07;Gato;6216449;384330;30/08/2019 9:21;30/08/2019;9:21:06 a. m.;21921;3654;61;3;CamarasIMG19/E07;08300189.JPG;Ian;Gato;6;NA;NA;NA;Observador_gato|Ian, SP|Gato
64;E07;E07;Gato;6216449;384330;30/08/2019 9:45;30/08/2019;9:45:08 a. m.;1382;23;4;0;CamarasIMG19/E07;08300195.JPG;Ian;Gato;2;2;NA;NA;Observador_gato|Ian, Grupo|2, SP|Gato
65;E08;E08;Gato;6216444;384620;02/09/2019 15:11;02/09/2019;3:11:47 p. m.;0;0;0;0;CamarasIMG19/E08;09020025.JPG;Ian;Gato;3;NA;con dueño;NA;Observador_gato|Ian, SP|Gato, ID_gato|con dueño
66;E08;E08;Gato;6216444;384620;03/09/2019 12:36;03/09/2019;12:36:10 p. m.;77061;12843;214;9;CamarasIMG19/E08;09030040.JPG;Ian;Gato;2;NA;NA;NA;Observador_gato|Ian, SP|Gato
67;E08;E08;Gato;6216444;384620;05/09/2019 5:03;05/09/2019;5:03:25 a. m.;145634;24272;405;17;CamarasIMG19/E08;09050049.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
68;E08;E08;Gato;6216444;384620;05/09/2019 18:41;05/09/2019;6:41:50 p. m.;49103;8184;136;6;CamarasIMG19/E08;09050076.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
69;E08;E08;Gato;6216444;384620;05/09/2019 20:06;05/09/2019;8:06:53 p. m.;5101;85;14;1;CamarasIMG19/E08;09050079.JPG;Ian;Gato;3;NA;NA;NA;Observador_gato|Ian, SP|Gato
70;E08;E08;Gato;6216444;384620;05/09/2019 22:54;05/09/2019;10:54:20 p. m.;10045;1674;28;1;CamarasIMG19/E08;09050082.JPG;Ian;Gato;3;2;NA;NA;Observador_gato|Ian, Grupo|2, SP|Gato
71;E08;E08;Persona;6216444;384620;02/09/2019 16:55;02/09/2019;4:55:43 p. m.;0;0;0;0;CamarasIMG19/E08;09020031.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
72;E08;E08;Persona;6216444;384620;03/09/2019 11:06;03/09/2019;11:06:28 a. m.;65443;10907;182;8;CamarasIMG19/E08;09030037.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
73;E08;E08;Persona;6216444;384620;05/09/2019 15:17;05/09/2019;3:17:53 p. m.;187883;31314;522;22;CamarasIMG19/E08;09050070.JPG;NA;Persona;3;NA;NA;NA;SP|Persona
74;E08;E08;Persona;6216444;384620;06/09/2019 14:10;06/09/2019;2:10:57 p. m.;82382;1373;229;1;CamarasIMG19/E08;09060091.JPG;NA;Persona;2;NA;NA;NA;SP|Persona
75;E09;E09;Gato;6216293;384288;20/08/2019 13:31;20/08/2019;1:31:04 p. m.;0;0;0;0;CamarasIMG19/E09;08200076.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
76;E09;E09;Gato;6216293;384288;21/08/2019 9:33;21/08/2019;9:33:05 a. m.;72119;1202;20;8;CamarasIMG19/E09;08210127.JPG;Ian;Gato;15;NA;NA;NA;SP|Gato, Observador_gato|Ian
77;E09;E09;Gato;6216293;384288;22/08/2019 2:31;22/08/2019;2:31:10 a. m.;61006;10168;169;7;CamarasIMG19/E09;08220184.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
78;E09;E09;Gato;6216293;384288;22/08/2019 5:52;22/08/2019;5:52:38 a. m.;12086;2014;34;1;CamarasIMG19/E09;08220190.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
79;E09;E09;Gato;6216293;384288;22/08/2019 9:12;22/08/2019;9:12:57 a. m.;12017;2003;33;1;CamarasIMG19/E09;08220205.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
80;E09;E09;Gato;6216293;384288;22/08/2019 11:24;22/08/2019;11:24:49 a. m.;7896;1316;22;1;CamarasIMG19/E09;08220217.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
81;E09;E09;Gato;6216293;384288;22/08/2019 12:20;22/08/2019;12:20:45 p. m.;3340;557;9;0;CamarasIMG19/E09;08220226.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
82;E09;E09;Gato;6216293;384288;23/08/2019 15:17;23/08/2019;3:17:21 p. m.;96994;16166;269;11;CamarasIMG19/E09;08230313.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
83;E09;E09;Gato;6216293;384288;24/08/2019 9:58;24/08/2019;9:58:57 a. m.;67294;11216;187;8;CamarasIMG19/E09;08240466.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
84;E10;E10;Ave;6216611;384850;02/09/2019 13:22;02/09/2019;1:22:23 p. m.;0;0;0;0;CamarasIMG19/E10;09020028.JPG;Ian;Ave;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
85;E11;E11;Gato;6216680;384632;02/09/2019 20:01;02/09/2019;8:01:27 p. m.;0;0;0;0;CamarasIMG19/E11;09020038.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
86;E11;E11;Gato;6216680;384632;02/09/2019 22:41;02/09/2019;10:41:26 p. m.;9597;1599;27;1;CamarasIMG19/E11;09020041.JPG;Ian;Gato;15;NA;NA;NA;SP|Gato, Observador_gato|Ian
87;E11;E11;Gato;6216680;384632;02/09/2019 23:06;02/09/2019;11:06:57 p. m.;1474;246;4;0;CamarasIMG19/E11;09020056.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
88;E11;E11;Gato;6216680;384632;03/09/2019 10:40;03/09/2019;10:40:53 a. m.;41634;6939;116;5;CamarasIMG19/E11;09030059.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
89;E11;E11;Gato;6216680;384632;03/09/2019 23:21;03/09/2019;11:21:39 p. m.;45644;7607;127;5;CamarasIMG19/E11;09030077.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
90;E11;E11;Gato;6216680;384632;04/09/2019 3:48;04/09/2019;3:48:20 a. m.;15999;2666;44;2;CamarasIMG19/E11;09040080.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
91;E11;E11;Gato;6216680;384632;05/09/2019 19:28;05/09/2019;7:28:56 p. m.;142834;23806;397;17;CamarasIMG19/E11;09050137.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
92;E11;E11;Gato;6216680;384632;05/09/2019 19:44;05/09/2019;7:44:31 p. m.;933;156;3;0;CamarasIMG19/E11;09050140.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
93;E11;E11;Gato;6216680;384632;06/09/2019 1:57;06/09/2019;1:57:08 a. m.;22355;3726;62;3;CamarasIMG19/E11;09060143.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
94;E11;E11;Gato;6216680;384632;06/09/2019 2:01;06/09/2019;2:01:35 a. m.;251;42;1;0;CamarasIMG19/E11;09060149.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
95;E11;E11;Gato;6216680;384632;07/09/2019 3:59;07/09/2019;3:59:50 a. m.;93493;15582;26;11;CamarasIMG19/E11;09070200.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
96;E11;E11;Gato;6216680;384632;07/09/2019 6:12;07/09/2019;6:12:59 a. m.;7987;1331;22;1;CamarasIMG19/E11;09070203.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
97;E12;E12;Gato;6216631;384393;27/08/2019 10:13;27/08/2019;10:13:07 a. m.;0;0;0;0;CamarasIMG19/E12;08270085.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
98;E12;E12;Gato;6216631;384393;27/08/2019 11:43;27/08/2019;11:43:02 a. m.;5393;899;15;1;CamarasIMG19/E12;08270094.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
99;E12;E12;Gato;6216631;384393;27/08/2019 18:36;27/08/2019;6:36:30 p. m.;24790;4132;69;3;CamarasIMG19/E12;08270112.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
100;E12;E12;Gato;6216631;384393;27/08/2019 19:15;27/08/2019;7:15:20 p. m.;2328;388;6;0;CamarasIMG19/E12;08270115.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
101;E12;E12;Gato;6216631;384393;27/08/2019 19:24;27/08/2019;7:24:02 p. m.;520;87;1;0;CamarasIMG19/E12;08270118.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
102;E12;E12;Gato;6216631;384393;28/08/2019 1:38;28/08/2019;1:38:55 a. m.;22491;3749;62;3;CamarasIMG19/E12;08280121.JPG;Ian;Gato;5;NA;NA;NA;SP|Gato, Observador_gato|Ian
103;E12;E12;Gato;6216631;384393;28/08/2019 9:48;28/08/2019;9:48:21 a. m.;29304;4884;81;3;CamarasIMG19/E12;08280130.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
104;E12;E12;Gato;6216631;384393;28/08/2019 14:15;28/08/2019;2:15:33 p. m.;16014;2669;44;2;CamarasIMG19/E12;08280184.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
105;E12;E12;Gato;6216631;384393;28/08/2019 16:06;28/08/2019;4:06:20 p. m.;6645;1108;18;1;CamarasIMG19/E12;08280199.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
106;E12;E12;Gato;6216631;384393;29/08/2019 19:48;29/08/2019;7:48:34 p. m.;99732;16622;277;12;CamarasIMG19/E12;08290247.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
107;E12;E12;Gato;6216631;384393;30/08/2019 12:01;30/08/2019;12:01:26 p. m.;58370;9728;162;7;CamarasIMG19/E12;08300274.JPG;Ian;Gato;3;2;NA;NA;SP|Gato, Grupo|2, Observador_gato|Ian
108;E12;E12;Gato;6216631;384393;30/08/2019 15:41;30/08/2019;3:41:59 p. m.;13231;2205;37;2;CamarasIMG19/E12;08300316.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
109;E12;E12;Gato;6216631;384393;30/08/2019 15:46;30/08/2019;3:46:43 p. m.;282;47;1;0;CamarasIMG19/E12;08300319.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
110;E12;E12;Gato;6216631;384393;30/08/2019 16:14;30/08/2019;4:14:39 p. m.;1643;274;5;0;CamarasIMG19/E12;08300325.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
111;E12;E12;Gato;6216631;384393;30/08/2019 16:49;30/08/2019;4:49:39 p. m.;2098;35;6;0;CamarasIMG19/E12;08300328.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
112;E12;E12;Gato;6216631;384393;30/08/2019 18:34;30/08/2019;6:34:14 p. m.;6273;1045;17;1;CamarasIMG19/E12;08300331.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
113;E12;E12;Gato;6216631;384393;30/08/2019 23:19;30/08/2019;11:19:53 p. m.;17136;2856;48;2;CamarasIMG19/E12;08300334.JPG;Ian;Gato;3;NA;NA;NA;SP|Gato, Observador_gato|Ian
114;E12;E12;Gato;6216631;384393;31/08/2019 8:36;31/08/2019;8:36:16 a. m.;33381;5564;93;4;CamarasIMG19/E12;08310370.JPG;Ian;Gato;11;NA;NA;NA;SP|Gato, Observador_gato|Ian
115;E13;E13;Ave;6216622;384283;02/09/2019 14:33;02/09/2019;2:33:47 p. m.;0;0;0;0;CamarasIMG19/E13;09020028.JPG;Ian;Ave;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
116;E13;E13;Gato;6216622;384283;04/09/2019 10:32;04/09/2019;10:32:30 a. m.;0;0;0;0;CamarasIMG19/E13;09040130.JPG;Ian;Gato;6;NA;NA;NA;SP|Gato, Observador_gato|Ian
117;E14;E14;Ave;6216762;384384;02/09/2019 11:02;02/09/2019;11:02:50 a. m.;0;0;0;0;CamarasIMG19/E14;09020037.JPG;Ian;Ave;3;NA;NA;NA;Observador_gato|Ian, SP|Ave
118;E14;E14;Gato;6216762;384384;03/09/2019 23:39;03/09/2019;11:39:30 p. m.;0;0;0;0;CamarasIMG19/E14;09030229.JPG;Ian;Gato;2;NA;NA;NA;SP|Gato, Observador_gato|Ian
119;E15;E15;Ave;6216787;384588;26/08/2019 10:35;26/08/2019;10:35:11 a. m.;0;0;0;0;CamarasIMG19/E15;08260025.JPG;Ian;Ave;2;NA;NA;NA;Observador_gato|Ian, SP|Ave
120;E15;E15;Colilargo;6216787;384588;27/08/2019 1:51;27/08/2019;1:51:23 a. m.;0;0;0;0;CamarasIMG19/E15;08270067.JPG;NA;Colilargo;3;NA;NA;NA;SP|Colilargo
121;E15;E15;Gato;6216787;384588;27/08/2019 17:14;27/08/2019;5:14:58 p. m.;0;0;0;0;CamarasIMG19/E15;08270127.JPG;Ian;Gato;2;NA;con dueño;NA;ID_gato|con dueño, SP|Gato, Observador_gato|Ian
