nro;PRE_POST;Station;FechayHora;Species2;Species;Grupo;Cuando;hora_redondeo;hora
483;POST_18;E31;12/09/2019 11:11;Gato;Gato_2019;1;12/09/2019 11:11;12/09/2019 11:00;11
484;POST_18;E32;11/09/2019 14:57;Gato;Gato_2019;1;11/09/2019 14:57;11/09/2019 15:00;15
485;POST_18;E33;10/09/2019 9:51;Gato;Gato_2019;1;10/09/2019 9:51;10/09/2019 10:00;10
486;POST_18;E33;10/09/2019 9:58;Gato;Gato_2019;1;10/09/2019 9:58;10/09/2019 10:00;10
487;POST_18;E33;10/09/2019 10:08;Gato;Gato_2019;1;10/09/2019 10:08;10/09/2019 10:00;10
488;POST_18;E33;10/09/2019 10:10;Gato;Gato_2019;1;10/09/2019 10:10;10/09/2019 10:00;10
489;POST_18;E33;10/09/2019 10:13;Gato;Gato_2019;1;10/09/2019 10:13;10/09/2019 10:00;10
490;POST_18;E33;10/09/2019 10:17;Gato;Gato_2019;1;10/09/2019 10:17;10/09/2019 10:00;10
491;POST_18;E33;10/09/2019 10:24;Gato;Gato_2019;1;10/09/2019 10:24;10/09/2019 10:00;10
492;POST_18;E33;10/09/2019 10:30;Gato;Gato_2019;1;10/09/2019 10:30;10/09/2019 11:00;11
493;POST_18;E33;10/09/2019 10:44;Gato;Gato_2019;1;10/09/2019 10:44;10/09/2019 11:00;11
494;POST_18;E33;10/09/2019 10:48;Gato;Gato_2019;1;10/09/2019 10:48;10/09/2019 11:00;11
495;POST_18;E33;10/09/2019 10:52;Gato;Gato_2019;1;10/09/2019 10:52;10/09/2019 11:00;11
496;POST_18;E33;10/09/2019 11:00;Gato;Gato_2019;1;10/09/2019 11:00;10/09/2019 11:00;11
497;POST_18;E33;10/09/2019 11:19;Gato;Gato_2019;1;10/09/2019 11:19;10/09/2019 11:00;11
498;POST_18;E33;10/09/2019 11:31;Gato;Gato_2019;1;10/09/2019 11:31;10/09/2019 12:00;12
499;POST_18;E33;10/09/2019 11:34;Gato;Gato_2019;1;10/09/2019 11:34;10/09/2019 12:00;12
500;POST_18;E33;10/09/2019 11:41;Gato;Gato_2019;1;10/09/2019 11:41;10/09/2019 12:00;12
501;POST_18;E33;10/09/2019 11:49;Gato;Gato_2019;1;10/09/2019 11:49;10/09/2019 12:00;12
502;POST_18;E33;10/09/2019 11:52;Gato;Gato_2019;1;10/09/2019 11:52;10/09/2019 12:00;12
503;POST_18;E33;10/09/2019 11:52;Gato;Gato_2019;1;10/09/2019 11:52;10/09/2019 12:00;12
504;POST_18;E33;10/09/2019 11:55;Gato;Gato_2019;1;10/09/2019 11:55;10/09/2019 12:00;12
505;POST_18;E33;10/09/2019 11:55;Gato;Gato_2019;1;10/09/2019 11:55;10/09/2019 12:00;12
506;POST_18;E33;10/09/2019 12:02;Gato;Gato_2019;1;10/09/2019 12:02;10/09/2019 12:00;12
507;POST_18;E33;10/09/2019 12:06;Gato;Gato_2019;1;10/09/2019 12:06;10/09/2019 12:00;12
508;POST_18;E33;10/09/2019 12:06;Gato;Gato_2019;1;10/09/2019 12:06;10/09/2019 12:00;12
509;POST_18;E33;10/09/2019 12:12;Gato;Gato_2019;1;10/09/2019 12:12;10/09/2019 12:00;12
510;POST_18;E33;10/09/2019 12:12;Gato;Gato_2019;1;10/09/2019 12:12;10/09/2019 12:00;12
511;POST_18;E33;10/09/2019 12:25;Gato;Gato_2019;1;10/09/2019 12:25;10/09/2019 12:00;12
512;POST_18;E33;10/09/2019 12:28;Gato;Gato_2019;1;10/09/2019 12:28;10/09/2019 12:00;12
513;POST_18;E33;10/09/2019 12:28;Gato;Gato_2019;1;10/09/2019 12:28;10/09/2019 12:00;12
514;POST_18;E33;10/09/2019 12:42;Gato;Gato_2019;1;10/09/2019 12:42;10/09/2019 13:00;13
515;POST_18;E33;10/09/2019 12:45;Gato;Gato_2019;1;10/09/2019 12:45;10/09/2019 13:00;13
516;POST_18;E33;10/09/2019 12:54;Gato;Gato_2019;1;10/09/2019 12:54;10/09/2019 13:00;13
517;POST_18;E33;10/09/2019 12:54;Gato;Gato_2019;1;10/09/2019 12:54;10/09/2019 13:00;13
518;POST_18;E33;10/09/2019 12:56;Gato;Gato_2019;1;10/09/2019 12:56;10/09/2019 13:00;13
519;POST_18;E33;10/09/2019 12:56;Gato;Gato_2019;1;10/09/2019 12:56;10/09/2019 13:00;13
520;POST_18;E33;10/09/2019 13:06;Gato;Gato_2019;1;10/09/2019 13:06;10/09/2019 13:00;13
521;POST_18;E33;10/09/2019 13:08;Gato;Gato_2019;1;10/09/2019 13:08;10/09/2019 13:00;13
522;POST_18;E33;10/09/2019 13:14;Gato;Gato_2019;1;10/09/2019 13:14;10/09/2019 13:00;13
523;POST_18;E33;10/09/2019 13:25;Gato;Gato_2019;1;10/09/2019 13:25;10/09/2019 13:00;13
524;POST_18;E33;10/09/2019 13:34;Gato;Gato_2019;1;10/09/2019 13:34;10/09/2019 14:00;14
525;POST_18;E33;10/09/2019 13:47;Gato;Gato_2019;1;10/09/2019 13:47;10/09/2019 14:00;14
526;POST_18;E33;10/09/2019 13:57;Gato;Gato_2019;1;10/09/2019 13:57;10/09/2019 14:00;14
527;POST_18;E33;10/09/2019 14:00;Gato;Gato_2019;1;10/09/2019 14:00;10/09/2019 14:00;14
528;POST_18;E33;10/09/2019 14:07;Gato;Gato_2019;1;10/09/2019 14:07;10/09/2019 14:00;14
529;POST_18;E33;10/09/2019 14:11;Gato;Gato_2019;1;10/09/2019 14:11;10/09/2019 14:00;14
530;POST_18;E33;10/09/2019 14:15;Gato;Gato_2019;1;10/09/2019 14:15;10/09/2019 14:00;14
531;POST_18;E33;10/09/2019 14:24;Gato;Gato_2019;1;10/09/2019 14:24;10/09/2019 14:00;14
532;POST_18;E33;10/09/2019 14:28;Gato;Gato_2019;1;10/09/2019 14:28;10/09/2019 14:00;14
533;POST_18;E33;10/09/2019 14:35;Gato;Gato_2019;1;10/09/2019 14:35;10/09/2019 15:00;15
534;POST_18;E33;10/09/2019 14:38;Gato;Gato_2019;1;10/09/2019 14:38;10/09/2019 15:00;15
535;POST_18;E33;10/09/2019 14:38;Gato;Gato_2019;1;10/09/2019 14:38;10/09/2019 15:00;15
536;POST_18;E33;10/09/2019 14:38;Gato;Gato_2019;1;10/09/2019 14:38;10/09/2019 15:00;15
537;POST_18;E33;10/09/2019 14:50;Gato;Gato_2019;1;10/09/2019 14:50;10/09/2019 15:00;15
538;POST_18;E33;10/09/2019 14:54;Gato;Gato_2019;1;10/09/2019 14:54;10/09/2019 15:00;15
539;POST_18;E33;10/09/2019 14:54;Gato;Gato_2019;1;10/09/2019 14:54;10/09/2019 15:00;15
540;POST_18;E33;10/09/2019 14:54;Gato;Gato_2019;1;10/09/2019 14:54;10/09/2019 15:00;15
541;POST_18;E33;10/09/2019 15:05;Gato;Gato_2019;1;10/09/2019 15:05;10/09/2019 15:00;15
542;POST_18;E33;10/09/2019 15:10;Gato;Gato_2019;1;10/09/2019 15:10;10/09/2019 15:00;15
543;POST_18;E33;10/09/2019 15:18;Gato;Gato_2019;1;10/09/2019 15:18;10/09/2019 15:00;15
544;POST_18;E33;10/09/2019 15:29;Gato;Gato_2019;1;10/09/2019 15:29;10/09/2019 15:00;15
545;POST_18;E33;10/09/2019 15:32;Gato;Gato_2019;1;10/09/2019 15:32;10/09/2019 16:00;16
546;POST_18;E33;10/09/2019 15:38;Gato;Gato_2019;1;10/09/2019 15:38;10/09/2019 16:00;16
547;POST_18;E33;10/09/2019 15:38;Gato;Gato_2019;1;10/09/2019 15:38;10/09/2019 16:00;16
548;POST_18;E33;10/09/2019 15:43;Gato;Gato_2019;1;10/09/2019 15:43;10/09/2019 16:00;16
549;POST_18;E33;10/09/2019 15:56;Gato;Gato_2019;1;10/09/2019 15:56;10/09/2019 16:00;16
550;POST_18;E33;10/09/2019 16:04;Gato;Gato_2019;1;10/09/2019 16:04;10/09/2019 16:00;16
551;POST_18;E33;10/09/2019 16:20;Gato;Gato_2019;1;10/09/2019 16:20;10/09/2019 16:00;16
552;POST_18;E33;10/09/2019 16:55;Gato;Gato_2019;1;10/09/2019 16:55;10/09/2019 17:00;17
553;POST_18;E33;10/09/2019 16:55;Gato;Gato_2019;1;10/09/2019 16:55;10/09/2019 17:00;17
554;POST_18;E33;10/09/2019 17:19;Gato;Gato_2019;1;10/09/2019 17:19;10/09/2019 17:00;17
555;POST_18;E33;10/09/2019 17:34;Gato;Gato_2019;1;10/09/2019 17:34;10/09/2019 18:00;18
556;POST_18;E33;10/09/2019 17:36;Gato;Gato_2019;1;10/09/2019 17:36;10/09/2019 18:00;18
557;POST_18;E33;10/09/2019 17:44;Gato;Gato_2019;1;10/09/2019 17:44;10/09/2019 18:00;18
558;POST_18;E33;10/09/2019 17:47;Gato;Gato_2019;1;10/09/2019 17:47;10/09/2019 18:00;18
559;POST_18;E33;10/09/2019 17:50;Gato;Gato_2019;1;10/09/2019 17:50;10/09/2019 18:00;18
560;POST_18;E33;10/09/2019 17:56;Gato;Gato_2019;1;10/09/2019 17:56;10/09/2019 18:00;18
561;POST_18;E33;10/09/2019 18:03;Gato;Gato_2019;1;10/09/2019 18:03;10/09/2019 18:00;18
562;POST_18;E33;10/09/2019 18:09;Gato;Gato_2019;1;10/09/2019 18:09;10/09/2019 18:00;18
563;POST_18;E33;10/09/2019 18:26;Gato;Gato_2019;1;10/09/2019 18:26;10/09/2019 18:00;18
564;POST_18;E33;10/09/2019 18:33;Gato;Gato_2019;1;10/09/2019 18:33;10/09/2019 19:00;19
565;POST_18;E33;10/09/2019 19:00;Gato;Gato_2019;1;10/09/2019 19:00;10/09/2019 19:00;19
566;POST_18;E33;10/09/2019 19:00;Gato;Gato_2019;1;10/09/2019 19:00;10/09/2019 19:00;19
567;POST_18;E33;10/09/2019 19:04;Gato;Gato_2019;1;10/09/2019 19:04;10/09/2019 19:00;19
568;POST_18;E33;10/09/2019 19:14;Gato;Gato_2019;1;10/09/2019 19:14;10/09/2019 19:00;19
569;POST_18;E33;10/09/2019 19:19;Gato;Gato_2019;1;10/09/2019 19:19;10/09/2019 19:00;19
570;POST_18;E33;10/09/2019 19:19;Gato;Gato_2019;1;10/09/2019 19:19;10/09/2019 19:00;19
571;POST_18;E33;10/09/2019 19:24;Gato;Gato_2019;1;10/09/2019 19:24;10/09/2019 19:00;19
572;POST_18;E33;10/09/2019 19:30;Gato;Gato_2019;1;10/09/2019 19:30;10/09/2019 20:00;20
573;POST_18;E33;10/09/2019 19:30;Gato;Gato_2019;1;10/09/2019 19:30;10/09/2019 20:00;20
574;POST_18;E33;10/09/2019 19:30;Gato;Gato_2019;1;10/09/2019 19:30;10/09/2019 20:00;20
575;POST_18;E33;10/09/2019 19:34;Gato;Gato_2019;1;10/09/2019 19:34;10/09/2019 20:00;20
576;POST_18;E33;10/09/2019 19:42;Gato;Gato_2019;1;10/09/2019 19:42;10/09/2019 20:00;20
577;POST_18;E33;10/09/2019 19:42;Gato;Gato_2019;1;10/09/2019 19:42;10/09/2019 20:00;20
578;POST_18;E33;10/09/2019 19:42;Gato;Gato_2019;1;10/09/2019 19:42;10/09/2019 20:00;20
579;POST_18;E33;10/09/2019 19:46;Gato;Gato_2019;1;10/09/2019 19:46;10/09/2019 20:00;20
580;POST_18;E33;10/09/2019 19:53;Gato;Gato_2019;1;10/09/2019 19:53;10/09/2019 20:00;20
581;POST_18;E33;10/09/2019 20:01;Gato;Gato_2019;1;10/09/2019 20:01;10/09/2019 20:00;20
582;POST_18;E33;10/09/2019 20:08;Gato;Gato_2019;1;10/09/2019 20:08;10/09/2019 20:00;20
583;POST_18;E33;10/09/2019 20:16;Gato;Gato_2019;1;10/09/2019 20:16;10/09/2019 20:00;20
584;POST_18;E33;10/09/2019 20:30;Gato;Gato_2019;1;10/09/2019 20:30;10/09/2019 21:00;21
585;POST_18;E33;10/09/2019 20:30;Gato;Gato_2019;1;10/09/2019 20:30;10/09/2019 21:00;21
586;POST_18;E33;10/09/2019 20:39;Gato;Gato_2019;1;10/09/2019 20:39;10/09/2019 21:00;21
587;POST_18;E33;10/09/2019 20:52;Gato;Gato_2019;1;10/09/2019 20:52;10/09/2019 21:00;21
588;POST_18;E33;10/09/2019 20:52;Gato;Gato_2019;1;10/09/2019 20:52;10/09/2019 21:00;21
589;POST_18;E33;10/09/2019 21:08;Gato;Gato_2019;1;10/09/2019 21:08;10/09/2019 21:00;21
590;POST_18;E33;10/09/2019 21:10;Gato;Gato_2019;1;10/09/2019 21:10;10/09/2019 21:00;21
591;POST_18;E33;10/09/2019 21:21;Gato;Gato_2019;1;10/09/2019 21:21;10/09/2019 21:00;21
592;POST_18;E33;10/09/2019 21:41;Gato;Gato_2019;1;10/09/2019 21:41;10/09/2019 22:00;22
593;POST_18;E33;10/09/2019 21:44;Gato;Gato_2019;1;10/09/2019 21:44;10/09/2019 22:00;22
594;POST_18;E33;10/09/2019 21:54;Gato;Gato_2019;1;10/09/2019 21:54;10/09/2019 22:00;22
595;POST_18;E33;10/09/2019 22:03;Gato;Gato_2019;1;10/09/2019 22:03;10/09/2019 22:00;22
596;POST_18;E33;10/09/2019 22:11;Gato;Gato_2019;1;10/09/2019 22:11;10/09/2019 22:00;22
597;POST_18;E33;10/09/2019 22:15;Gato;Gato_2019;1;10/09/2019 22:15;10/09/2019 22:00;22
598;POST_18;E33;10/09/2019 22:23;Gato;Gato_2019;1;10/09/2019 22:23;10/09/2019 22:00;22
599;POST_18;E33;10/09/2019 22:33;Gato;Gato_2019;1;10/09/2019 22:33;10/09/2019 23:00;23
600;POST_18;E33;10/09/2019 22:38;Gato;Gato_2019;1;10/09/2019 22:38;10/09/2019 23:00;23
601;POST_18;E33;10/09/2019 22:44;Gato;Gato_2019;1;10/09/2019 22:44;10/09/2019 23:00;23
602;POST_18;E33;10/09/2019 22:56;Gato;Gato_2019;1;10/09/2019 22:56;10/09/2019 23:00;23
603;POST_18;E33;10/09/2019 22:56;Gato;Gato_2019;1;10/09/2019 22:56;10/09/2019 23:00;23
604;POST_18;E33;10/09/2019 22:56;Gato;Gato_2019;1;10/09/2019 22:56;10/09/2019 23:00;23
605;POST_18;E33;10/09/2019 22:56;Gato;Gato_2019;1;10/09/2019 22:56;10/09/2019 23:00;23
606;POST_18;E33;10/09/2019 22:56;Gato;Gato_2019;1;10/09/2019 22:56;10/09/2019 23:00;23
607;POST_18;E33;10/09/2019 22:56;Gato;Gato_2019;1;10/09/2019 22:56;10/09/2019 23:00;23
608;POST_18;E33;10/09/2019 23:03;Gato;Gato_2019;1;10/09/2019 23:03;10/09/2019 23:00;23
609;POST_18;E33;10/09/2019 23:11;Gato;Gato_2019;1;10/09/2019 23:11;10/09/2019 23:00;23
610;POST_18;E33;10/09/2019 23:15;Gato;Gato_2019;1;10/09/2019 23:15;10/09/2019 23:00;23
611;POST_18;E33;10/09/2019 23:28;Gato;Gato_2019;1;10/09/2019 23:28;10/09/2019 23:00;23
612;POST_18;E33;10/09/2019 23:36;Gato;Gato_2019;1;10/09/2019 23:36;11/09/2019 0:00;0
613;POST_18;E33;10/09/2019 23:47;Gato;Gato_2019;1;10/09/2019 23:47;11/09/2019 0:00;0
614;POST_18;E33;11/09/2019 0:09;Gato;Gato_2019;1;11/09/2019 0:09;11/09/2019 0:00;0
615;POST_18;E33;11/09/2019 0:26;Gato;Gato_2019;1;11/09/2019 0:26;11/09/2019 0:00;0
616;POST_18;E33;11/09/2019 0:59;Gato;Gato_2019;1;11/09/2019 0:59;11/09/2019 1:00;1
617;POST_18;E33;11/09/2019 1:07;Gato;Gato_2019;1;11/09/2019 1:07;11/09/2019 1:00;1
618;POST_18;E33;11/09/2019 1:44;Gato;Gato_2019;1;11/09/2019 1:44;11/09/2019 2:00;2
619;POST_18;E33;11/09/2019 2:02;Gato;Gato_2019;1;11/09/2019 2:02;11/09/2019 2:00;2
620;POST_18;E33;11/09/2019 2:11;Gato;Gato_2019;1;11/09/2019 2:11;11/09/2019 2:00;2
621;POST_18;E33;11/09/2019 2:19;Gato;Gato_2019;1;11/09/2019 2:19;11/09/2019 2:00;2
622;POST_18;E33;11/09/2019 2:25;Gato;Gato_2019;1;11/09/2019 2:25;11/09/2019 2:00;2
623;POST_18;E33;11/09/2019 2:39;Gato;Gato_2019;1;11/09/2019 2:39;11/09/2019 3:00;3
624;POST_18;E33;11/09/2019 2:52;Gato;Gato_2019;1;11/09/2019 2:52;11/09/2019 3:00;3
625;POST_18;E33;11/09/2019 3:05;Gato;Gato_2019;1;11/09/2019 3:05;11/09/2019 3:00;3
626;POST_18;E33;11/09/2019 3:17;Gato;Gato_2019;1;11/09/2019 3:17;11/09/2019 3:00;3
627;POST_18;E33;11/09/2019 3:17;Gato;Gato_2019;1;11/09/2019 3:17;11/09/2019 3:00;3
628;POST_18;E33;11/09/2019 3:42;Gato;Gato_2019;1;11/09/2019 3:42;11/09/2019 4:00;4
629;POST_18;E33;11/09/2019 3:49;Gato;Gato_2019;1;11/09/2019 3:49;11/09/2019 4:00;4
630;POST_18;E33;11/09/2019 3:53;Gato;Gato_2019;1;11/09/2019 3:53;11/09/2019 4:00;4
631;POST_18;E33;11/09/2019 4:00;Gato;Gato_2019;1;11/09/2019 4:00;11/09/2019 4:00;4
632;POST_18;E33;11/09/2019 4:14;Gato;Gato_2019;1;11/09/2019 4:14;11/09/2019 4:00;4
633;POST_18;E33;11/09/2019 4:56;Gato;Gato_2019;1;11/09/2019 4:56;11/09/2019 5:00;5
634;POST_18;E33;11/09/2019 5:16;Gato;Gato_2019;1;11/09/2019 5:16;11/09/2019 5:00;5
635;POST_18;E33;11/09/2019 5:39;Gato;Gato_2019;1;11/09/2019 5:39;11/09/2019 6:00;6
636;POST_18;E33;11/09/2019 5:52;Gato;Gato_2019;1;11/09/2019 5:52;11/09/2019 6:00;6
637;POST_18;E33;11/09/2019 6:06;Gato;Gato_2019;1;11/09/2019 6:06;11/09/2019 6:00;6
638;POST_18;E33;11/09/2019 6:14;Gato;Gato_2019;1;11/09/2019 6:14;11/09/2019 6:00;6
639;POST_18;E33;11/09/2019 6:30;Gato;Gato_2019;1;11/09/2019 6:30;11/09/2019 7:00;7
640;POST_18;E33;11/09/2019 6:35;Gato;Gato_2019;1;11/09/2019 6:35;11/09/2019 7:00;7
641;POST_18;E33;11/09/2019 8:13;Gato;Gato_2019;1;11/09/2019 8:13;11/09/2019 8:00;8
642;POST_18;E33;11/09/2019 8:22;Gato;Gato_2019;1;11/09/2019 8:22;11/09/2019 8:00;8
643;POST_18;E33;11/09/2019 8:41;Gato;Gato_2019;1;11/09/2019 8:41;11/09/2019 9:00;9
644;POST_18;E33;11/09/2019 8:53;Gato;Gato_2019;1;11/09/2019 8:53;11/09/2019 9:00;9
645;POST_18;E33;11/09/2019 9:00;Gato;Gato_2019;1;11/09/2019 9:00;11/09/2019 9:00;9
646;POST_18;E33;11/09/2019 9:25;Gato;Gato_2019;1;11/09/2019 9:25;11/09/2019 9:00;9
647;POST_18;E33;11/09/2019 9:33;Gato;Gato_2019;1;11/09/2019 9:33;11/09/2019 10:00;10
648;POST_18;E33;11/09/2019 9:41;Gato;Gato_2019;1;11/09/2019 9:41;11/09/2019 10:00;10
649;POST_18;E33;11/09/2019 9:45;Gato;Gato_2019;1;11/09/2019 9:45;11/09/2019 10:00;10
650;POST_18;E33;11/09/2019 10:01;Gato;Gato_2019;1;11/09/2019 10:01;11/09/2019 10:00;10
651;POST_18;E33;11/09/2019 10:08;Gato;Gato_2019;1;11/09/2019 10:08;11/09/2019 10:00;10
652;POST_18;E33;11/09/2019 10:29;Gato;Gato_2019;1;11/09/2019 10:29;11/09/2019 10:00;10
653;POST_18;E33;11/09/2019 10:33;Gato;Gato_2019;1;11/09/2019 10:33;11/09/2019 11:00;11
654;POST_18;E33;11/09/2019 10:43;Gato;Gato_2019;1;11/09/2019 10:43;11/09/2019 11:00;11
655;POST_18;E33;11/09/2019 10:52;Gato;Gato_2019;1;11/09/2019 10:52;11/09/2019 11:00;11
656;POST_18;E33;11/09/2019 11:08;Gato;Gato_2019;1;11/09/2019 11:08;11/09/2019 11:00;11
657;POST_18;E33;11/09/2019 11:10;Gato;Gato_2019;1;11/09/2019 11:10;11/09/2019 11:00;11
658;POST_18;E33;11/09/2019 11:14;Gato;Gato_2019;1;11/09/2019 11:14;11/09/2019 11:00;11
659;POST_18;E33;11/09/2019 11:22;Gato;Gato_2019;1;11/09/2019 11:22;11/09/2019 11:00;11
660;POST_18;E33;11/09/2019 11:27;Gato;Gato_2019;1;11/09/2019 11:27;11/09/2019 11:00;11
661;POST_18;E33;11/09/2019 11:30;Gato;Gato_2019;1;11/09/2019 11:30;11/09/2019 12:00;12
662;POST_18;E33;11/09/2019 11:35;Gato;Gato_2019;1;11/09/2019 11:35;11/09/2019 12:00;12
663;POST_18;E33;11/09/2019 11:37;Gato;Gato_2019;1;11/09/2019 11:37;11/09/2019 12:00;12
664;POST_18;E33;11/09/2019 11:45;Gato;Gato_2019;1;11/09/2019 11:45;11/09/2019 12:00;12
665;POST_18;E33;11/09/2019 11:55;Gato;Gato_2019;1;11/09/2019 11:55;11/09/2019 12:00;12
666;POST_18;E33;11/09/2019 12:01;Gato;Gato_2019;1;11/09/2019 12:01;11/09/2019 12:00;12
667;POST_18;E33;11/09/2019 12:14;Gato;Gato_2019;1;11/09/2019 12:14;11/09/2019 12:00;12
668;POST_18;E33;11/09/2019 12:18;Gato;Gato_2019;1;11/09/2019 12:18;11/09/2019 12:00;12
669;POST_18;E33;11/09/2019 12:34;Gato;Gato_2019;1;11/09/2019 12:34;11/09/2019 13:00;13
670;POST_18;E33;11/09/2019 12:41;Gato;Gato_2019;1;11/09/2019 12:41;11/09/2019 13:00;13
671;POST_18;E33;11/09/2019 12:51;Gato;Gato_2019;1;11/09/2019 12:51;11/09/2019 13:00;13
672;POST_18;E33;11/09/2019 12:58;Gato;Gato_2019;1;11/09/2019 12:58;11/09/2019 13:00;13
673;POST_18;E33;11/09/2019 13:01;Gato;Gato_2019;1;11/09/2019 13:01;11/09/2019 13:00;13
674;POST_18;E33;11/09/2019 13:11;Gato;Gato_2019;1;11/09/2019 13:11;11/09/2019 13:00;13
675;POST_18;E33;11/09/2019 13:14;Gato;Gato_2019;1;11/09/2019 13:14;11/09/2019 13:00;13
676;POST_18;E33;11/09/2019 13:24;Gato;Gato_2019;1;11/09/2019 13:24;11/09/2019 13:00;13
677;POST_18;E33;11/09/2019 13:28;Gato;Gato_2019;1;11/09/2019 13:28;11/09/2019 13:00;13
678;POST_18;E33;11/09/2019 13:31;Gato;Gato_2019;1;11/09/2019 13:31;11/09/2019 14:00;14
679;POST_18;E33;11/09/2019 13:35;Gato;Gato_2019;1;11/09/2019 13:35;11/09/2019 14:00;14
680;POST_18;E33;11/09/2019 14:01;Gato;Gato_2019;1;11/09/2019 14:01;11/09/2019 14:00;14
681;POST_18;E33;11/09/2019 14:03;Gato;Gato_2019;1;11/09/2019 14:03;11/09/2019 14:00;14
682;POST_18;E33;11/09/2019 14:08;Gato;Gato_2019;1;11/09/2019 14:08;11/09/2019 14:00;14
683;POST_18;E33;11/09/2019 14:13;Gato;Gato_2019;1;11/09/2019 14:13;11/09/2019 14:00;14
684;POST_18;E33;11/09/2019 14:17;Gato;Gato_2019;1;11/09/2019 14:17;11/09/2019 14:00;14
685;POST_18;E33;11/09/2019 14:27;Gato;Gato_2019;1;11/09/2019 14:27;11/09/2019 14:00;14
686;POST_18;E33;11/09/2019 14:30;Gato;Gato_2019;1;11/09/2019 14:30;11/09/2019 15:00;15
687;POST_18;E33;11/09/2019 14:34;Gato;Gato_2019;1;11/09/2019 14:34;11/09/2019 15:00;15
688;POST_18;E33;11/09/2019 14:48;Gato;Gato_2019;1;11/09/2019 14:48;11/09/2019 15:00;15
689;POST_18;E33;11/09/2019 14:51;Gato;Gato_2019;1;11/09/2019 14:51;11/09/2019 15:00;15
690;POST_18;E33;11/09/2019 14:56;Gato;Gato_2019;1;11/09/2019 14:56;11/09/2019 15:00;15
691;POST_18;E33;11/09/2019 15:01;Gato;Gato_2019;1;11/09/2019 15:01;11/09/2019 15:00;15
692;POST_18;E33;11/09/2019 15:08;Gato;Gato_2019;1;11/09/2019 15:08;11/09/2019 15:00;15
693;POST_18;E33;11/09/2019 15:15;Gato;Gato_2019;1;11/09/2019 15:15;11/09/2019 15:00;15
694;POST_18;E33;11/09/2019 15:34;Gato;Gato_2019;1;11/09/2019 15:34;11/09/2019 16:00;16
695;POST_18;E33;11/09/2019 15:44;Gato;Gato_2019;1;11/09/2019 15:44;11/09/2019 16:00;16
696;POST_18;E33;11/09/2019 15:51;Gato;Gato_2019;1;11/09/2019 15:51;11/09/2019 16:00;16
697;POST_18;E33;11/09/2019 15:54;Gato;Gato_2019;1;11/09/2019 15:54;11/09/2019 16:00;16
698;POST_18;E33;11/09/2019 15:59;Gato;Gato_2019;1;11/09/2019 15:59;11/09/2019 16:00;16
699;POST_18;E33;11/09/2019 16:02;Gato;Gato_2019;1;11/09/2019 16:02;11/09/2019 16:00;16
700;POST_18;E33;11/09/2019 16:08;Gato;Gato_2019;1;11/09/2019 16:08;11/09/2019 16:00;16
701;POST_18;E33;11/09/2019 16:14;Gato;Gato_2019;1;11/09/2019 16:14;11/09/2019 16:00;16
702;POST_18;E33;11/09/2019 16:20;Gato;Gato_2019;1;11/09/2019 16:20;11/09/2019 16:00;16
703;POST_18;E33;11/09/2019 16:25;Gato;Gato_2019;1;11/09/2019 16:25;11/09/2019 16:00;16
704;POST_18;E33;11/09/2019 16:33;Gato;Gato_2019;1;11/09/2019 16:33;11/09/2019 17:00;17
705;POST_18;E33;11/09/2019 16:39;Gato;Gato_2019;1;11/09/2019 16:39;11/09/2019 17:00;17
706;POST_18;E33;11/09/2019 16:51;Gato;Gato_2019;1;11/09/2019 16:51;11/09/2019 17:00;17
707;POST_18;E33;11/09/2019 17:03;Gato;Gato_2019;1;11/09/2019 17:03;11/09/2019 17:00;17
708;POST_18;E33;11/09/2019 17:07;Gato;Gato_2019;1;11/09/2019 17:07;11/09/2019 17:00;17
709;POST_18;E33;11/09/2019 17:13;Gato;Gato_2019;1;11/09/2019 17:13;11/09/2019 17:00;17
710;POST_18;E33;11/09/2019 17:18;Gato;Gato_2019;1;11/09/2019 17:18;11/09/2019 17:00;17
711;POST_18;E33;11/09/2019 17:36;Gato;Gato_2019;1;11/09/2019 17:36;11/09/2019 18:00;18
712;POST_18;E33;11/09/2019 17:39;Gato;Gato_2019;1;11/09/2019 17:39;11/09/2019 18:00;18
713;POST_18;E33;11/09/2019 17:42;Gato;Gato_2019;1;11/09/2019 17:42;11/09/2019 18:00;18
714;POST_18;E33;11/09/2019 17:47;Gato;Gato_2019;1;11/09/2019 17:47;11/09/2019 18:00;18
715;POST_18;E33;11/09/2019 17:54;Gato;Gato_2019;1;11/09/2019 17:54;11/09/2019 18:00;18
716;POST_18;E33;11/09/2019 18:01;Gato;Gato_2019;1;11/09/2019 18:01;11/09/2019 18:00;18
717;POST_18;E33;11/09/2019 18:16;Gato;Gato_2019;1;11/09/2019 18:16;11/09/2019 18:00;18
718;POST_18;E33;11/09/2019 18:20;Gato;Gato_2019;1;11/09/2019 18:20;11/09/2019 18:00;18
719;POST_18;E33;11/09/2019 18:23;Gato;Gato_2019;1;11/09/2019 18:23;11/09/2019 18:00;18
720;POST_18;E33;11/09/2019 18:29;Gato;Gato_2019;1;11/09/2019 18:29;11/09/2019 18:00;18
721;POST_18;E33;11/09/2019 18:35;Gato;Gato_2019;1;11/09/2019 18:35;11/09/2019 19:00;19
722;POST_18;E33;11/09/2019 18:38;Gato;Gato_2019;1;11/09/2019 18:38;11/09/2019 19:00;19
